,domestic,commercial,public
0,0,0,6.5440000000000005
1,0,0,2.507
2,0,0,6.2540000000000004
3,0,0,5.276999999999999
4,0,0,4.872
5,0,0,5.2700000000000005
6,0,0,2.721
7,0,0,2.4949999999999997
8,0,0,2.1510000000000002
9,0,0,3.392
10,0,0,2.932
11,0,0,5.001
12,0,0,4.872999999999999
13,0,0,4.84
14,0,0,4.0489999999999995
15,0,0,3.612
16,0,0,3.312
17,0,0,3.569
18,0,0,4.906
19,0,0,8.573
20,0,0,11.17
21,0,0,10.551
22,0,0,6.125
23,0,0,5.518000000000001
24,0,0,4.747999999999999
25,0,0,4.136
26,0,0,2.98
27,0,0,3.849
28,0,0,3.373
29,0,0,2.544
30,0,0,2.2430000000000003
31,0,0,2.195
32,0,0,1.592
33,0,0,1.889
34,0,0,3.906
35,0,0,6.367
36,0,0,5.116
37,0,0,3.179
38,0,0,2.19
39,0,0,1.6340000000000001
40,0,0,2.443
41,0,0,2.499
42,0,0,2.149
43,0,0,7.511
44,0,0,10.78
45,0,0,7.029999999999999
46,0,0,6.138
47,0,0,4.539
48,0,0,4.460000000000001
49,0,0,4.061999999999999
50,0,0,4.454
51,0,0,3.243
52,0,0,3.7100000000000004
53,0,0,1.9040000000000001
54,0,0,1.8090000000000002
55,0,0,3.7030000000000003
56,0,0,3.061
57,0,0,3.3579999999999997
58,0,0,4.6930000000000005
59,0,0,4.617
60,0,0,10.872
61,0,0,7.41
62,0,0,5.64
63,0,0,11.322000000000001
64,0,0,2.798
65,0,0,2.022
66,0,0,2.575
67,0,0,3.79
68,0,0,9.381
69,0,0,10.35
70,0,0,6.902
71,0,0,6.231000000000001
72,0,0,4.7860000000000005
73,0,0,3.83
74,0,0,2.68
75,0,0,4.151
76,0,0,3.2369999999999997
77,0,0,2.381
78,0,0,2.029
79,0,0,3.932
80,0,0,12.55
81,0,0,4.957
82,0,0,3.826
83,0,0,7.464
84,0,0,6.867
85,0,0,8.166
86,0,0,5.702999999999999
87,0,0,4.6579999999999995
88,0,0,1.7149999999999999
89,0,0,1.676
90,0,0,2.2239999999999998
91,0,0,4.313
92,0,0,5.173
93,0,0,9.663
94,0,0,8.761
95,0,0,6.231000000000001
96,0,0,4.917999999999999
97,0,0,6.695
98,0,0,3.493
99,0,0,4.886
100,0,0,4.890000000000001
101,0,0,5.231000000000001
102,0,0,2.507
103,0,0,3.185
104,0,0,7.248
105,0,0,15.366
106,0,0,18.806
107,0,0,15.807000000000002
108,0,0,31.026999999999997
109,0,0,14.243
110,0,0,20.592
111,0,0,16.298
112,0,0,6.467
113,0,0,3.794
114,0,0,1.812
115,0,0,3.832
116,0,0,4.039
117,0,0,5.590000000000001
118,0,0,5.468
119,0,0,3.843
120,0,0,4.79
121,0,0,2.633
122,0,0,4.015000000000001
123,0,0,2.676
124,0,0,4.406000000000001
125,0,0,3.157
126,0,0,1.857
127,0,0,2.0669999999999997
128,0,0,10.734
129,0,0,12.091
130,0,0,3.4090000000000003
131,0,0,6.038
132,0,0,8.674
133,0,0,16.847
134,0,0,12.788
135,0,0,5.339
136,0,0,3.404
137,0,0,2.7520000000000002
138,0,0,2.023
139,0,0,3.19
140,0,0,7.737
141,0,0,5.162
142,0,0,6.087000000000001
143,0,0,4.268
144,0,0,2.8040000000000003
145,0,0,4.401999999999999
146,0,0,5.521
147,0,0,3.6740000000000004
148,0,0,3.191
149,0,0,3.448
150,0,0,2.763
151,0,0,5.965
152,0,0,2.931
153,0,0,8.211
154,0,0,6.872
155,0,0,7.087000000000001
156,0,0,2.933
157,0,0,12.35
158,0,0,5.564
159,0,0,5.29
160,0,0,3.786
161,0,0,1.932
162,0,0,2.157
163,0,0,6.502
164,0,0,7.912000000000001
165,0,0,5.472
166,0,0,5.569
167,0,0,4.665
168,0,0,4.8
169,0,0,4.368
170,0,0,3.751
171,0,0,3.54
172,0,0,2.9299999999999997
173,0,0,2.6310000000000002
174,0,0,3.411
175,0,0,2.1919999999999997
176,0,0,2.104
177,0,0,3.269
178,0,0,2.4499999999999997
179,0,0,5.563000000000001
180,0,0,3.798
181,0,0,3.437
182,0,0,2.404
183,0,0,2.277
184,0,0,1.8920000000000001
185,0,0,1.848
186,0,0,2.833
187,0,0,4.0569999999999995
188,0,0,4.105
189,0,0,7.673
190,0,0,7.143
191,0,0,4.4479999999999995
192,0,0,2.415
193,0,0,3.108
194,0,0,2.6310000000000002
195,0,0,3.8449999999999998
196,0,0,4.998
197,0,0,3.666
198,0,0,2.6319999999999997
199,0,0,1.8550000000000002
200,0,0,3.399
201,0,0,2.5829999999999997
202,0,0,4.263
203,0,0,6.158
204,0,0,3.617
205,0,0,2.971
206,0,0,3.31
207,0,0,1.807
208,0,0,2.931
209,0,0,2.798
210,0,0,2.326
211,0,0,4.307
212,0,0,8.519
213,0,0,7.125
214,0,0,6.212
215,0,0,5.393
216,0,0,4.878
217,0,0,5.1450000000000005
218,0,0,4.194
219,0,0,3.32
220,0,0,3.104
221,0,0,3.5469999999999997
222,0,0,4.665
223,0,0,4.947
224,0,0,5.832999999999999
225,0,0,5.038
226,0,0,5.303999999999999
227,0,0,2.6350000000000002
228,0,0,10.558
229,0,0,6.941
230,0,0,4.745
231,0,0,4.269
232,0,0,2.412
233,0,0,2.018
234,0,0,2.2790000000000004
235,0,0,6.2490000000000006
236,0,0,2.713
237,0,0,4.6930000000000005
238,0,0,4.1000000000000005
239,0,0,3.9360000000000004
240,0,0,4.412
241,0,0,2.075
242,0,0,3.199
243,0,0,4.144
244,0,0,3.541
245,0,0,2.761
246,0,0,2.7590000000000003
247,0,0,5.099
248,0,0,7.402
249,0,0,5.529
250,0,0,7.2540000000000004
251,0,0,12.623000000000001
252,0,0,10.375
253,0,0,12.215
254,0,0,11.828
255,0,0,8.265
256,0,0,4.531000000000001
257,0,0,3.005
258,0,0,2.834
259,0,0,4.181
260,0,0,6.58
261,0,0,6.462
262,0,0,5.268
263,0,0,5.872999999999999
264,0,0,3.413
265,0,0,2.977
266,0,0,4.54
267,0,0,4.534
268,0,0,4.665
269,0,0,3.576
270,0,0,3.6270000000000002
271,0,0,4.265
272,0,0,2.322
273,0,0,3.7190000000000003
274,0,0,2.2390000000000003
275,0,0,4.107
276,0,0,5.045
277,0,0,6.163
278,0,0,5.298
279,0,0,6.227
280,0,0,2.1519999999999997
281,0,0,2.1
282,0,0,2.7560000000000002
283,0,0,6.337
284,0,0,10.874
285,0,0,8.209
286,0,0,4.6290000000000004
287,0,0,5.96
288,0,0,2.976
289,0,0,4.403
290,0,0,4.6290000000000004
291,0,0,4.71
292,0,0,3.933
293,0,0,3.371
294,0,0,3.456
295,0,0,9.193
296,0,0,5.298
297,0,0,6.729
298,0,0,10.540000000000001
299,0,0,8.026
300,0,0,8.592
301,0,0,5.514
302,0,0,6.208
303,0,0,6.845000000000001
304,0,0,3.694
305,0,0,1.712
306,0,0,1.117
307,0,0,4.681
308,0,0,4.096
309,0,0,6.514
310,0,0,6.348999999999999
311,0,0,7.347
312,0,0,6.6899999999999995
313,0,0,5.009
314,0,0,5.407
315,0,0,4.496
316,0,0,5.0169999999999995
317,0,0,4.841
318,0,0,3.109
319,0,0,2.972
320,0,0,1.9780000000000002
321,0,0,4.738
322,0,0,6.505000000000001
323,0,0,12.654
324,0,0,10.216
325,0,0,3.535
