,domestic,commercial,public
0,0,0,14.108
1,0,0,13.918
2,0,0,14.113000000000001
3,0,0,14.497
4,0,0,13.097
5,0,0,12.895
6,0,0,14.261
7,0,0,13.087
8,0,0,14.113000000000001
9,0,0,15.4
10,0,0,15.383000000000001
11,0,0,14.593
12,0,0,14.605
13,0,0,13.93
14,0,0,14.265
15,0,0,13.526
16,0,0,14.885
17,0,0,13.752
18,0,0,14.395
19,0,0,14.624
20,0,0,14.097999999999999
21,0,0,14.616999999999999
22,0,0,14.097
23,0,0,14.456
24,0,0,14.127
25,0,0,14.123
26,0,0,14.11
27,0,0,13.870000000000001
28,0,0,13.082
29,0,0,12.738
30,0,0,12.791
31,0,0,13.498
32,0,0,14.962
33,0,0,14.597999999999999
34,0,0,14.431
35,0,0,14.755
36,0,0,13.908
37,0,0,14.099
38,0,0,13.362
39,0,0,14.063
40,0,0,17.118000000000002
41,0,0,14.553999999999998
42,0,0,14.414
43,0,0,14.465
44,0,0,14.594
45,0,0,14.637
46,0,0,14.275
47,0,0,14.455
48,0,0,14.11
49,0,0,14.46
50,0,0,14.113000000000001
51,0,0,14.132
52,0,0,14.118
53,0,0,13.885
54,0,0,13.979000000000001
55,0,0,14.091
56,0,0,14.629
57,0,0,14.919
58,0,0,14.589
59,0,0,14.082
60,0,0,13.726
61,0,0,13.726
62,0,0,14.212000000000002
63,0,0,15.353
64,0,0,16.537
65,0,0,16.185000000000002
66,0,0,14.413
67,0,0,14.284
68,0,0,14.471
69,0,0,14.113000000000001
70,0,0,14.783
71,0,0,14.425
72,0,0,14.475
73,0,0,14.108
74,0,0,14.481000000000002
75,0,0,14.131
76,0,0,13.914
77,0,0,12.305
78,0,0,14.033999999999999
79,0,0,14.088
80,0,0,14.107
81,0,0,14.75
82,0,0,14.902999999999999
83,0,0,14.423
84,0,0,14.255
85,0,0,14.609
86,0,0,13.922
87,0,0,13.745000000000001
88,0,0,15.713999999999999
89,0,0,14.222999999999999
90,0,0,14.437
91,0,0,14.119
92,0,0,14.629
93,0,0,14.267
94,0,0,14.468
95,0,0,14.109
96,0,0,14.468
97,0,0,14.113000000000001
98,0,0,14.475999999999999
99,0,0,14.106
100,0,0,14.126
101,0,0,13.524
102,0,0,13.391
103,0,0,14.61
104,0,0,14.028
105,0,0,14.409
106,0,0,14.379
107,0,0,15.207
108,0,0,14.263
109,0,0,14.11
110,0,0,13.391
111,0,0,14.084
112,0,0,15.197000000000001
113,0,0,15.035
114,0,0,14.065
115,0,0,14.474
116,0,0,14.119
117,0,0,14.799
118,0,0,14.107
119,0,0,14.644
120,0,0,14.112
121,0,0,14.626999999999999
122,0,0,14.099
123,0,0,14.467
124,0,0,14.127
125,0,0,14.123999999999999
126,0,0,14.927
127,0,0,15.923
128,0,0,14.437999999999999
129,0,0,16.378
130,0,0,14.592
131,0,0,14.595
132,0,0,14.568
133,0,0,14.253
134,0,0,13.709000000000001
135,0,0,13.533999999999999
136,0,0,12.857000000000001
137,0,0,14.239999999999998
138,0,0,13.110999999999999
139,0,0,11.231
140,0,0,14.621
141,0,0,14.111
142,0,0,14.465
143,0,0,14.106
144,0,0,14.484
145,0,0,14.113000000000001
146,0,0,14.482
147,0,0,14.104999999999999
148,0,0,13.504
149,0,0,12.899000000000001
150,0,0,13.509
151,0,0,14.632
152,0,0,14.261
153,0,0,16.232
154,0,0,15.405000000000001
155,0,0,14.557
156,0,0,14.099
157,0,0,14.227
158,0,0,14.273
159,0,0,13.741
160,0,0,14.091
161,0,0,13.748
162,0,0,14.439
163,0,0,14.102
164,0,0,14.462
165,0,0,14.425
166,0,0,14.459
167,0,0,13.896
168,0,0,14.468
169,0,0,14.103
170,0,0,14.488
171,0,0,14.123999999999999
172,0,0,13.195
173,0,0,13.465
174,0,0,13.521
175,0,0,14.107
176,0,0,16.197
177,0,0,15.049
178,0,0,13.919
179,0,0,13.983
180,0,0,14.742999999999999
181,0,0,17.933
182,0,0,17.358999999999998
183,0,0,18.299
184,0,0,17.343
185,0,0,18.168
186,0,0,15.539000000000001
187,0,0,14.475999999999999
188,0,0,14.118
189,0,0,374.545
190,0,0,651.225
191,0,0,627.578
192,0,0,582.099
193,0,0,590.646
194,0,0,661.1270000000001
195,0,0,587.234
196,0,0,642.672
197,0,0,628.657
198,0,0,14.773
199,0,0,13.487
200,0,0,13.598
201,0,0,14.709
202,0,0,15.022
203,0,0,16.507
204,0,0,16.977
205,0,0,17.682
206,0,0,17.5
207,0,0,17.822999999999997
208,0,0,18.013
209,0,0,16.211
210,0,0,14.111
211,0,0,14.087
212,0,0,14.475999999999999
213,0,0,14.101
214,0,0,13.918
215,0,0,13.715
216,0,0,150.424
217,0,0,609.075
218,0,0,630.02
219,0,0,585.7869999999999
220,0,0,634.053
221,0,0,610.345
222,0,0,14.418999999999999
223,0,0,14.626999999999999
224,0,0,455.072
225,0,0,670.942
226,0,0,596.6
227,0,0,575.416
228,0,0,506.75000000000006
229,0,0,451.185
230,0,0,506.769
231,0,0,501.117
232,0,0,354.0
233,0,0,316.975
234,0,0,313.533
235,0,0,14.272
236,0,0,14.621
237,0,0,14.116999999999999
238,0,0,14.485
239,0,0,14.111
240,0,0,14.467
241,0,0,14.131
242,0,0,14.132
243,0,0,14.120000000000001
244,0,0,35.645999999999994
245,0,0,660.862
246,0,0,212.769
247,0,0,419.738
248,0,0,647.9789999999999
249,0,0,542.023
250,0,0,543.96
251,0,0,560.097
252,0,0,639.633
253,0,0,688.877
254,0,0,690.476
255,0,0,650.9359999999999
256,0,0,298.223
257,0,0,289.063
258,0,0,238.383
259,0,0,14.089
260,0,0,14.449
261,0,0,14.088
262,0,0,351.91
263,0,0,600.207
264,0,0,610.376
265,0,0,589.154
266,0,0,643.885
267,0,0,539.808
268,0,0,620.097
269,0,0,494.23499999999996
270,0,0,205.852
271,0,0,381.111
272,0,0,649.867
273,0,0,532.4029999999999
274,0,0,713.751
275,0,0,636.856
276,0,0,698.246
277,0,0,732.93
278,0,0,728.129
279,0,0,671.293
280,0,0,516.089
281,0,0,572.474
282,0,0,460.42699999999996
283,0,0,14.107
284,0,0,14.137
285,0,0,14.116
286,0,0,13.263
287,0,0,13.301
288,0,0,14.059999999999999
289,0,0,14.108
290,0,0,14.466
291,0,0,13.899999999999999
292,0,0,14.463999999999999
293,0,0,13.898000000000001
294,0,0,13.896
295,0,0,13.896
296,0,0,14.271
297,0,0,14.424
298,0,0,17.315
299,0,0,16.527
300,0,0,14.38
301,0,0,14.434000000000001
302,0,0,14.755
303,0,0,13.908999999999999
304,0,0,13.871
305,0,0,14.422
306,0,0,14.273
307,0,0,14.783
308,0,0,14.25
309,0,0,14.454
310,0,0,14.089
311,0,0,14.445
312,0,0,14.088
313,0,0,14.471
314,0,0,14.116
315,0,0,14.487
316,0,0,14.128
317,0,0,14.125
318,0,0,14.486
319,0,0,14.108
