Maximum,Mean,Median
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
497.186,105.0,92.828
