electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,18.364,0.0
0.0,0.0,0.0,17.862,0.0
0.0,0.0,0.0,17.375,0.0
0.0,0.0,0.0,20.068,0.0
0.0,0.0,0.0,19.857,0.0
0.0,0.0,0.0,19.643,0.0
0.008,0.0,0.018000000000000002,19.731,0.018000000000000002
0.137,0.044,0.111,21.263,0.155
0.357,0.25,0.137,23.803,0.387
0.55,0.489,0.126,26.535,0.615
0.669,0.64,0.136,28.641,0.776
0.723,0.704,0.153,30.051,0.857
0.766,0.788,0.137,31.276,0.925
0.719,0.713,0.148,31.756,0.861
0.65,0.63,0.136,31.953,0.766
0.51,0.444,0.139,31.377,0.583
0.323,0.217,0.14400000000000002,30.148,0.361
0.116,0.034,0.10400000000000001,28.379,0.138
0.003,0.0,0.012,26.359,0.012
0.0,0.0,0.0,24.934,0.0
0.0,0.0,0.0,23.825,0.0
0.0,0.0,0.0,22.777,0.0
0.0,0.0,0.0,21.837,0.0
0.0,0.0,0.0,21.094,0.0
0.0,0.0,0.0,20.583,0.0
0.0,0.0,0.0,20.258,0.0
0.0,0.0,0.0,20.024,0.0
0.0,0.0,0.0,19.799,0.0
0.0,0.0,0.0,19.594,0.0
0.0,0.0,0.0,19.387,0.0
0.008,0.0,0.019,19.423,0.019
0.147,0.062,0.10300000000000001,21.221,0.165
0.386,0.318,0.101,24.042,0.41900000000000004
0.561,0.525,0.106,26.804,0.631
0.685,0.686,0.113,28.914,0.799
0.743,0.759,0.128,30.37,0.887
0.754,0.773,0.136,31.424,0.909
0.735,0.759,0.127,32.178,0.886
0.649,0.639,0.127,32.301,0.766
0.524,0.485,0.117,31.903,0.602
0.34600000000000003,0.28,0.108,30.902,0.388
0.14,0.076,0.08700000000000001,29.322,0.163
0.004,0.0,0.013000000000000001,27.052,0.013000000000000001
0.0,0.0,0.0,25.612,0.0
0.0,0.0,0.0,24.59,0.0
0.0,0.0,0.0,23.403,0.0
0.0,0.0,0.0,22.233,0.0
0.0,0.0,0.0,21.203,0.0
0.0,0.0,0.0,20.498,0.0
0.0,0.0,0.0,20.038,0.0
0.0,0.0,0.0,19.81,0.0
0.0,0.0,0.0,19.663,0.0
0.0,0.0,0.0,19.491,0.0
0.0,0.0,0.0,19.277,0.0
0.009000000000000001,0.0,0.019,19.45,0.019
0.154,0.078,0.094,21.415,0.172
0.396,0.34600000000000003,0.085,24.366,0.43100000000000005
0.578,0.5660000000000001,0.08600000000000001,27.17,0.652
0.7010000000000001,0.73,0.093,29.322,0.823
0.768,0.8290000000000001,0.098,30.989,0.927
0.789,0.868,0.098,32.219,0.966
0.758,0.8270000000000001,0.097,32.892,0.924
0.678,0.715,0.094,33.096,0.8089999999999999
0.546,0.544,0.089,32.697,0.633
0.362,0.324,0.084,31.678,0.40800000000000003
0.15,0.10400000000000001,0.07100000000000001,30.036,0.17500000000000002
0.004,0.0,0.013000000000000001,27.328,0.013000000000000001
0.0,0.0,0.0,25.778,0.0
0.0,0.0,0.0,24.306,0.0
0.0,0.0,0.0,23.078,0.0
0.0,0.0,0.0,21.964,0.0
0.0,0.0,0.0,21.156,0.0
0.0,0.0,0.0,20.616,0.0
0.0,0.0,0.0,20.271,0.0
0.0,0.0,0.0,19.975,0.0
0.0,0.0,0.0,19.784,0.0
0.0,0.0,0.0,19.596,0.0
0.0,0.0,0.0,19.337,0.0
0.009000000000000001,0.0,0.019,19.394,0.019
0.162,0.095,0.085,21.44,0.18
0.397,0.35100000000000003,0.082,24.473,0.43300000000000005
0.579,0.5690000000000001,0.085,27.262,0.654
0.7010000000000001,0.733,0.092,29.543,0.825
0.771,0.839,0.095,31.421,0.9339999999999999
0.79,0.877,0.095,32.854,0.972
0.76,0.837,0.094,33.73,0.9309999999999999
0.681,0.729,0.089,33.985,0.818
0.548,0.552,0.08600000000000001,33.648,0.638
0.354,0.309,0.091,32.617,0.4
0.137,0.079,0.083,30.953,0.162
0.004,0.0,0.013000000000000001,27.941,0.013000000000000001
0.0,0.0,0.0,26.413,0.0
0.0,0.0,0.0,25.036,0.0
0.0,0.0,0.0,23.676,0.0
0.0,0.0,0.0,22.403,0.0
0.0,0.0,0.0,21.348,0.0
0.0,0.0,0.0,20.739,0.0
0.0,0.0,0.0,20.463,0.0
0.0,0.0,0.0,20.23,0.0
0.0,0.0,0.0,20.042,0.0
0.0,0.0,0.0,19.918,0.0
0.0,0.0,0.0,19.692,0.0
0.009000000000000001,0.0,0.019,19.758,0.019
0.163,0.093,0.089,21.817,0.182
0.391,0.334,0.092,24.783,0.42600000000000005
0.5740000000000001,0.554,0.095,27.486,0.649
0.6880000000000001,0.6980000000000001,0.109,29.619,0.807
0.744,0.769,0.125,31.239,0.894
0.757,0.787,0.132,32.447,0.919
0.723,0.74,0.135,33.168,0.875
0.638,0.62,0.136,33.266,0.756
0.508,0.454,0.131,32.846,0.585
0.336,0.259,0.121,31.935,0.38
0.127,0.054,0.097,30.367,0.151
0.004,0.0,0.013000000000000001,28.106,0.013000000000000001
0.0,0.0,0.0,26.759,0.0
0.0,0.0,0.0,25.791,0.0
0.0,0.0,0.0,24.683,0.0
0.0,0.0,0.0,23.587,0.0
0.0,0.0,0.0,22.581,0.0
0.0,0.0,0.0,21.828,0.0
0.0,0.0,0.0,21.387,0.0
