electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,20.127,0.0
0.0,0.0,0.0,19.998,0.0
0.0,0.0,0.0,19.776,0.0
0.0,0.0,0.0,19.462,0.0
0.0,0.0,0.0,19.271,0.0
0.0,0.0,0.0,19.047,0.0
0.009000000000000001,0.0,0.019,19.239,0.019
0.152,0.075,0.095,21.231,0.16999999999999998
0.393,0.338,0.088,23.895,0.42600000000000005
0.58,0.5660000000000001,0.08700000000000001,26.513,0.653
0.704,0.732,0.092,28.633,0.824
0.771,0.8280000000000001,0.099,30.246,0.927
0.79,0.863,0.1,31.456,0.963
0.756,0.8170000000000001,0.101,32.194,0.918
0.679,0.713,0.095,32.484,0.8079999999999999
0.542,0.533,0.093,32.165,0.626
0.358,0.314,0.088,31.232,0.402
0.147,0.096,0.075,29.507,0.17099999999999999
0.004,0.0,0.013000000000000001,26.31,0.013000000000000001
0.0,0.0,0.0,24.876,0.0
0.0,0.0,0.0,23.929,0.0
0.0,0.0,0.0,22.68,0.0
0.0,0.0,0.0,21.683,0.0
0.0,0.0,0.0,20.998,0.0
0.0,0.0,0.0,20.586,0.0
0.0,0.0,0.0,20.448,0.0
0.0,0.0,0.0,20.281,0.0
0.0,0.0,0.0,20.138,0.0
0.0,0.0,0.0,20.004,0.0
0.0,0.0,0.0,19.872,0.0
0.007,0.0,0.017,20.063,0.017
0.131,0.041,0.108,21.742,0.149
0.382,0.309,0.106,24.028,0.415
0.5660000000000001,0.531,0.10300000000000001,26.256,0.634
0.6940000000000001,0.7000000000000001,0.107,28.182,0.807
0.764,0.802,0.111,29.709,0.913
0.782,0.835,0.113,30.86,0.948
0.755,0.802,0.109,31.61,0.911
0.673,0.6920000000000001,0.106,31.836,0.798
0.543,0.527,0.099,31.516,0.626
0.358,0.306,0.095,30.658,0.401
0.14300000000000002,0.082,0.084,29.017,0.166
0.004,0.0,0.013000000000000001,25.909,0.013000000000000001
0.0,0.0,0.0,24.51,0.0
0.0,0.0,0.0,23.738,0.0
0.0,0.0,0.0,22.591,0.0
0.0,0.0,0.0,21.519,0.0
0.0,0.0,0.0,20.749,0.0
0.0,0.0,0.0,20.388,0.0
0.0,0.0,0.0,20.151,0.0
0.0,0.0,0.0,19.912,0.0
0.0,0.0,0.0,19.65,0.0
0.0,0.0,0.0,19.361,0.0
0.0,0.0,0.0,19.073,0.0
0.008,0.0,0.019,19.121,0.019
0.149,0.07,0.097,20.729,0.167
0.397,0.343,0.085,23.144,0.42800000000000005
0.582,0.5700000000000001,0.084,25.991,0.654
0.71,0.742,0.088,28.298,0.83
0.781,0.851,0.091,30.012,0.942
0.801,0.887,0.091,31.22,0.978
0.77,0.846,0.09,31.993,0.9359999999999999
0.6890000000000001,0.734,0.08700000000000001,32.249,0.821
0.556,0.561,0.081,31.972,0.642
0.372,0.34400000000000003,0.074,31.031,0.41800000000000004
0.155,0.117,0.062,29.301,0.179
0.004,0.0,0.013000000000000001,25.559,0.013000000000000001
0.0,0.0,0.0,23.762,0.0
0.0,0.0,0.0,22.921,0.0
0.0,0.0,0.0,21.94,0.0
0.0,0.0,0.0,20.909,0.0
0.0,0.0,0.0,20.195,0.0
0.0,0.0,0.0,19.623,0.0
0.0,0.0,0.0,19.626,0.0
0.0,0.0,0.0,19.544,0.0
0.0,0.0,0.0,19.438,0.0
0.0,0.0,0.0,19.31,0.0
0.0,0.0,0.0,19.209,0.0
0.008,0.0,0.019,19.491,0.019
0.14100000000000001,0.052000000000000005,0.107,21.242,0.159
0.384,0.309,0.106,23.576,0.415
0.578,0.551,0.097,26.044,0.648
0.7030000000000001,0.719,0.10200000000000001,28.143,0.821
0.772,0.8190000000000001,0.108,29.815,0.927
0.782,0.8320000000000001,0.117,31.005,0.9490000000000001
0.74,0.762,0.129,31.755,0.891
0.62,0.561,0.164,31.788,0.7250000000000001
0.457,0.325,0.194,31.265,0.519
0.29,0.158,0.167,30.306,0.325
0.137,0.067,0.093,28.906,0.16
0.005,0.0,0.014,25.449,0.014
0.0,0.0,0.0,23.723,0.0
0.0,0.0,0.0,22.89,0.0
0.0,0.0,0.0,21.919,0.0
0.0,0.0,0.0,20.962,0.0
0.0,0.0,0.0,20.35,0.0
0.0,0.0,0.0,20.065,0.0
0.0,0.0,0.0,20.002,0.0
