electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,20.022,0.0
0.0,0.0,0.0,19.638,0.0
0.0,0.0,0.0,19.588,0.0
0.0,0.0,0.0,19.818,0.0
0.0,0.0,0.0,19.646,0.0
0.0,0.0,0.0,19.449,0.0
0.009000000000000001,0.0,0.02,19.704,0.02
0.148,0.055,0.111,21.318,0.166
0.369,0.268,0.132,23.549,0.4
0.547,0.47200000000000003,0.14,26.289,0.6120000000000001
0.639,0.555,0.18,28.253,0.7350000000000001
0.666,0.539,0.23700000000000002,29.444,0.776
0.663,0.51,0.265,30.088,0.775
0.675,0.5710000000000001,0.223,30.579,0.794
0.605,0.497,0.20400000000000001,30.61,0.7010000000000001
0.47000000000000003,0.327,0.20400000000000001,30.103,0.531
0.277,0.116,0.192,28.977,0.308
0.1,0.018000000000000002,0.10300000000000001,27.341,0.12100000000000001
0.002,0.0,0.01,25.111,0.01
0.0,0.0,0.0,23.96,0.0
0.0,0.0,0.0,23.157,0.0
0.0,0.0,0.0,22.522,0.0
0.0,0.0,0.0,22.003,0.0
0.0,0.0,0.0,21.589,0.0
0.0,0.0,0.0,21.323,0.0
0.0,0.0,0.0,21.194,0.0
0.0,0.0,0.0,21.084,0.0
0.0,0.0,0.0,20.953,0.0
0.0,0.0,0.0,20.703,0.0
0.0,0.0,0.0,20.545,0.0
0.007,0.0,0.016,20.756,0.016
0.096,0.009000000000000001,0.105,22.031,0.11399999999999999
0.214,0.028,0.20700000000000002,23.581,0.23500000000000001
0.34,0.065,0.306,25.206,0.371
0.453,0.122,0.379,26.627,0.501
0.545,0.2,0.41400000000000003,27.91,0.6140000000000001
0.603,0.28400000000000003,0.40800000000000003,29.033,0.6920000000000001
0.554,0.221,0.41100000000000003,29.448,0.632
0.40900000000000003,0.088,0.368,28.935,0.45599999999999996
0.297,0.043000000000000003,0.28600000000000003,28.041,0.329
0.176,0.017,0.183,26.908,0.2
0.069,0.004,0.084,25.619,0.08800000000000001
0.001,0.0,0.008,23.761,0.008
0.0,0.0,0.0,22.67,0.0
0.0,0.0,0.0,22.113,0.0
0.0,0.0,0.0,21.623,0.0
0.0,0.0,0.0,21.062,0.0
0.0,0.0,0.0,20.407,0.0
0.0,0.0,0.0,19.888,0.0
0.0,0.0,0.0,19.523,0.0
0.0,0.0,0.0,19.195,0.0
0.0,0.0,0.0,19.079,0.0
0.0,0.0,0.0,18.99,0.0
0.0,0.0,0.0,18.852,0.0
0.007,0.0,0.017,18.901,0.017
0.11800000000000001,0.022,0.113,20.27,0.135
0.28800000000000003,0.106,0.20500000000000002,22.03,0.311
0.467,0.273,0.23700000000000002,24.041,0.51
0.615,0.47000000000000003,0.225,26.022,0.6950000000000001
0.6980000000000001,0.596,0.214,27.665,0.8099999999999999
0.723,0.643,0.20800000000000002,28.812,0.851
0.6970000000000001,0.616,0.203,29.461,0.819
0.606,0.484,0.212,29.493,0.696
0.456,0.291,0.22,28.907,0.511
0.303,0.159,0.177,28.095,0.33599999999999997
0.129,0.044,0.106,26.79,0.15
0.004,0.0,0.013000000000000001,24.498,0.013000000000000001
0.0,0.0,0.0,22.967,0.0
0.0,0.0,0.0,22.161,0.0
0.0,0.0,0.0,21.415,0.0
0.0,0.0,0.0,20.819,0.0
0.0,0.0,0.0,20.329,0.0
0.0,0.0,0.0,19.976,0.0
0.0,0.0,0.0,19.687,0.0
0.0,0.0,0.0,19.811,0.0
0.0,0.0,0.0,19.825,0.0
0.0,0.0,0.0,19.731,0.0
0.0,0.0,0.0,19.615,0.0
0.007,0.0,0.017,19.771,0.017
0.13,0.037,0.112,21.219,0.149
0.355,0.241,0.14200000000000002,23.381,0.383
0.539,0.461,0.139,25.7,0.6000000000000001
0.67,0.635,0.139,27.676,0.774
0.742,0.74,0.14100000000000001,29.265,0.881
0.764,0.778,0.14,30.416,0.918
0.737,0.747,0.137,31.151,0.884
0.642,0.606,0.146,31.193,0.752
0.512,0.442,0.14,30.709,0.5820000000000001
0.337,0.246,0.129,29.703,0.375
0.13,0.053,0.1,27.969,0.153
0.004,0.0,0.013000000000000001,25.494,0.013000000000000001
0.0,0.0,0.0,23.917,0.0
0.0,0.0,0.0,22.806,0.0
0.0,0.0,0.0,21.97,0.0
0.0,0.0,0.0,21.333,0.0
0.0,0.0,0.0,20.841,0.0
0.0,0.0,0.0,20.547,0.0
0.0,0.0,0.0,20.481,0.0
0.0,0.0,0.0,20.392,0.0
0.0,0.0,0.0,20.242,0.0
0.0,0.0,0.0,20.093,0.0
0.0,0.0,0.0,20.018,0.0
0.007,0.0,0.017,20.3,0.017
0.124,0.029,0.113,21.78,0.14200000000000002
0.314,0.159,0.181,23.811,0.33999999999999997
0.521,0.41200000000000003,0.168,26.139,0.5800000000000001
0.63,0.537,0.185,27.97,0.722
0.6970000000000001,0.626,0.193,29.426,0.819
0.74,0.714,0.17200000000000001,30.663,0.886
0.712,0.682,0.166,31.352,0.8480000000000001
0.635,0.586,0.158,31.51,0.744
0.511,0.44,0.14400000000000002,31.244,0.5840000000000001
0.34,0.256,0.125,30.396,0.381
0.14300000000000002,0.074,0.092,28.888,0.16599999999999998
0.004,0.0,0.013000000000000001,26.138,0.013000000000000001
0.0,0.0,0.0,24.64,0.0
