electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,26.319,0.0
0.0,0.0,0.0,25.882,0.0
0.0,0.0,0.0,25.364,0.0
0.0,0.0,0.0,26.569,0.0
0.0,0.0,0.0,25.941,0.0
0.0,0.0,0.0,25.363,0.0
0.01,0.007,0.014,24.967,0.021
0.213,0.162,0.076,26.579,0.238
0.445,0.40800000000000003,0.09,29.0,0.498
0.615,0.618,0.1,31.562,0.718
0.732,0.785,0.106,33.862,0.891
0.796,0.889,0.109,35.612,0.998
0.8150000000000001,0.931,0.108,36.92,1.0390000000000001
0.785,0.889,0.106,37.788,0.995
0.705,0.773,0.10300000000000001,38.18,0.876
0.5700000000000001,0.583,0.101,38.045,0.6839999999999999
0.387,0.356,0.094,37.384,0.44999999999999996
0.161,0.11900000000000001,0.07200000000000001,36.016,0.191
0.002,0.002,0.007,32.442,0.009000000000000001
0.0,0.0,0.0,31.119,0.0
0.0,0.0,0.0,30.35,0.0
0.0,0.0,0.0,29.806,0.0
0.0,0.0,0.0,29.324,0.0
0.0,0.0,0.0,29.131,0.0
0.0,0.0,0.0,28.728,0.0
0.0,0.0,0.0,28.223,0.0
0.0,0.0,0.0,27.561,0.0
0.0,0.0,0.0,26.513,0.0
0.0,0.0,0.0,25.731,0.0
0.0,0.0,0.0,24.994,0.0
0.011,0.008,0.014,24.771,0.022
0.219,0.171,0.073,26.726,0.244
0.445,0.40700000000000003,0.091,29.111,0.498
0.615,0.615,0.10300000000000001,31.449,0.718
0.725,0.764,0.115,33.487,0.879
0.779,0.842,0.128,35.082,0.97
0.768,0.807,0.151,36.103,0.9580000000000001
0.732,0.753,0.155,36.792,0.908
0.663,0.666,0.14200000000000002,37.099,0.808
0.552,0.537,0.12,36.995,0.657
0.385,0.34600000000000003,0.099,36.397,0.44500000000000006
0.162,0.12,0.073,35.142,0.193
0.002,0.002,0.007,31.988,0.009000000000000001
0.0,0.0,0.0,30.815,0.0
0.0,0.0,0.0,30.271,0.0
0.0,0.0,0.0,29.865,0.0
0.0,0.0,0.0,29.494,0.0
0.0,0.0,0.0,29.038,0.0
0.0,0.0,0.0,28.476,0.0
0.0,0.0,0.0,27.829,0.0
0.0,0.0,0.0,27.208,0.0
0.0,0.0,0.0,26.596,0.0
0.0,0.0,0.0,26.22,0.0
0.0,0.0,0.0,25.564,0.0
0.01,0.007,0.014,25.222,0.021
0.214,0.161,0.077,26.583,0.238
0.439,0.393,0.097,28.548000000000002,0.49
0.618,0.614,0.10400000000000001,30.666,0.718
0.735,0.776,0.112,32.586,0.888
0.785,0.843,0.128,33.959,0.971
0.791,0.848,0.138,34.877,0.986
0.766,0.8190000000000001,0.133,35.518,0.9520000000000001
0.6960000000000001,0.727,0.122,35.743,0.849
0.555,0.531,0.122,35.356,0.653
0.373,0.313,0.114,34.596,0.427
0.121,0.061,0.08600000000000001,33.256,0.14700000000000002
0.001,0.001,0.006,30.793,0.007
0.0,0.0,0.0,29.881,0.0
0.0,0.0,0.0,29.418,0.0
0.0,0.0,0.0,29.139,0.0
0.0,0.0,0.0,28.956,0.0
0.0,0.0,0.0,28.677,0.0
0.0,0.0,0.0,28.243,0.0
0.0,0.0,0.0,27.719,0.0
0.0,0.0,0.0,27.113,0.0
0.0,0.0,0.0,26.452,0.0
0.0,0.0,0.0,25.747,0.0
0.0,0.0,0.0,25.092,0.0
0.01,0.007,0.014,24.687,0.021
0.214,0.161,0.077,25.872,0.238
0.442,0.394,0.096,27.853,0.49
0.617,0.606,0.107,29.822,0.713
0.72,0.736,0.125,31.514,0.861
0.775,0.81,0.139,32.787,0.9490000000000001
0.784,0.8200000000000001,0.148,33.76,0.9680000000000001
0.755,0.784,0.145,34.518,0.929
0.682,0.6910000000000001,0.134,34.911,0.8250000000000001
0.559,0.538,0.12,34.97,0.658
0.384,0.337,0.10300000000000001,34.581,0.44000000000000006
0.164,0.11900000000000001,0.073,33.475,0.192
0.001,0.002,0.007,30.445,0.009000000000000001
0.0,0.0,0.0,29.585,0.0
0.0,0.0,0.0,29.255,0.0
0.0,0.0,0.0,28.896,0.0
0.0,0.0,0.0,28.444,0.0
0.0,0.0,0.0,27.898,0.0
0.0,0.0,0.0,27.301,0.0
0.0,0.0,0.0,26.544,0.0
0.0,0.0,0.0,25.842,0.0
0.0,0.0,0.0,25.198,0.0
0.0,0.0,0.0,24.68,0.0
0.0,0.0,0.0,24.275,0.0
0.01,0.007,0.014,24.145,0.021
0.20400000000000001,0.146,0.081,25.57,0.22699999999999998
0.428,0.372,0.10300000000000001,27.744,0.475
0.623,0.623,0.1,30.147,0.723
0.741,0.791,0.105,32.339,0.896
0.805,0.892,0.11,34.05,1.002
0.812,0.906,0.116,35.31,1.022
0.779,0.859,0.116,36.154,0.975
0.6990000000000001,0.745,0.113,36.502,0.858
0.5730000000000001,0.578,0.10300000000000001,36.389,0.6809999999999999
0.396,0.366,0.091,35.726,0.45699999999999996
0.171,0.134,0.068,34.369,0.202
0.002,0.003,0.007,30.82,0.01
0.0,0.0,0.0,29.6,0.0
0.0,0.0,0.0,28.971,0.0
0.0,0.0,0.0,28.383,0.0
0.0,0.0,0.0,28.225,0.0
0.0,0.0,0.0,28.047,0.0
0.0,0.0,0.0,27.745,0.0
0.0,0.0,0.0,27.084,0.0
0.0,0.0,0.0,26.391,0.0
0.0,0.0,0.0,25.836,0.0
0.0,0.0,0.0,25.341,0.0
0.0,0.0,0.0,24.946,0.0
0.008,0.005,0.014,24.81,0.019
0.187,0.12,0.09,26.072,0.21
0.439,0.388,0.1,27.97,0.488
0.63,0.634,0.098,30.316,0.732
0.747,0.803,0.10300000000000001,32.543,0.906
0.811,0.906,0.107,34.362,1.0130000000000001
0.8230000000000001,0.932,0.11,35.713,1.042
0.79,0.886,0.111,36.583,0.997
0.6970000000000001,0.738,0.11800000000000001,36.906,0.856
0.547,0.521,0.128,36.718,0.649
0.324,0.233,0.14,35.931,0.373
0.139,0.084,0.083,34.729,0.167
0.002,0.002,0.007,31.401,0.009000000000000001
0.0,0.0,0.0,30.108,0.0
0.0,0.0,0.0,29.453,0.0
0.0,0.0,0.0,28.909,0.0
0.0,0.0,0.0,28.423,0.0
0.0,0.0,0.0,28.335,0.0
0.0,0.0,0.0,28.129,0.0
0.0,0.0,0.0,27.479,0.0
0.0,0.0,0.0,26.35,0.0
0.0,0.0,0.0,25.48,0.0
0.0,0.0,0.0,25.164,0.0
0.0,0.0,0.0,24.859,0.0
0.008,0.005,0.014,24.7,0.019
0.182,0.112,0.093,26.24,0.20500000000000002
0.401,0.32,0.125,28.178,0.445
0.588,0.549,0.128,30.251,0.677
0.731,0.763,0.11800000000000001,32.294,0.881
0.805,0.888,0.114,34.02,1.002
0.8200000000000001,0.919,0.115,35.318,1.034
0.786,0.871,0.115,36.183,0.986
0.705,0.754,0.113,36.591,0.867
0.5710000000000001,0.5710000000000001,0.109,36.447,0.68
0.383,0.338,0.10300000000000001,35.817,0.44100000000000006
0.155,0.106,0.077,34.551,0.183
0.001,0.002,0.006,31.419,0.008
0.0,0.0,0.0,30.268,0.0
0.0,0.0,0.0,29.585,0.0
0.0,0.0,0.0,28.92,0.0
0.0,0.0,0.0,28.265,0.0
0.0,0.0,0.0,27.59,0.0
0.0,0.0,0.0,26.876,0.0
0.0,0.0,0.0,26.152,0.0
0.0,0.0,0.0,25.491,0.0
0.0,0.0,0.0,24.853,0.0
0.0,0.0,0.0,24.196,0.0
0.0,0.0,0.0,23.547,0.0
0.009000000000000001,0.006,0.014,23.458,0.02
0.20500000000000002,0.14400000000000002,0.084,25.286,0.22800000000000004
0.426,0.362,0.11,27.379,0.472
0.586,0.54,0.133,29.756,0.673
0.666,0.618,0.17,31.948,0.788
0.735,0.722,0.17400000000000002,33.757,0.896
0.767,0.791,0.16,35.121,0.9510000000000001
0.774,0.841,0.127,36.167,0.968
0.708,0.76,0.111,36.611,0.871
0.578,0.585,0.10400000000000001,36.455,0.689
0.393,0.358,0.096,35.815,0.45399999999999996
0.164,0.12,0.073,34.509,0.193
0.002,0.002,0.007,31.193,0.009000000000000001
0.0,0.0,0.0,29.921,0.0
0.0,0.0,0.0,29.244,0.0
0.0,0.0,0.0,28.625,0.0
0.0,0.0,0.0,28.046,0.0
0.0,0.0,0.0,27.414,0.0
0.0,0.0,0.0,26.713,0.0
0.0,0.0,0.0,26.047,0.0
0.0,0.0,0.0,25.424,0.0
0.0,0.0,0.0,24.807,0.0
0.0,0.0,0.0,24.314,0.0
0.0,0.0,0.0,23.909,0.0
0.008,0.005,0.014,23.714,0.019
