electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,21.644,0.0
0.0,0.0,0.0,20.831,0.0
0.0,0.0,0.0,20.034,0.0
0.0,0.0,0.0,25.326,0.0
0.0,0.0,0.0,24.651,0.0
0.0,0.0,0.0,24.187,0.0
0.007,0.004,0.013000000000000001,23.873,0.017
0.161,0.084,0.097,24.694,0.181
0.422,0.35100000000000003,0.114,26.445,0.465
0.612,0.59,0.113,28.763,0.703
0.731,0.757,0.11800000000000001,31.067,0.875
0.804,0.879,0.116,33.047,0.995
0.8220000000000001,0.917,0.115,34.515,1.032
0.789,0.872,0.114,35.434,0.986
0.705,0.75,0.113,35.766,0.863
0.5730000000000001,0.5700000000000001,0.109,35.585,0.679
0.384,0.338,0.10300000000000001,34.865,0.44100000000000006
0.155,0.105,0.077,33.544,0.182
0.001,0.002,0.007,30.822,0.009000000000000001
0.0,0.0,0.0,29.505,0.0
0.0,0.0,0.0,28.863,0.0
0.0,0.0,0.0,28.214,0.0
0.0,0.0,0.0,27.759,0.0
0.0,0.0,0.0,27.261,0.0
0.0,0.0,0.0,26.989,0.0
0.0,0.0,0.0,26.892,0.0
0.0,0.0,0.0,26.033,0.0
0.0,0.0,0.0,25.033,0.0
0.0,0.0,0.0,24.267,0.0
0.0,0.0,0.0,23.677,0.0
0.009000000000000001,0.006,0.014,23.178,0.02
0.20800000000000002,0.151,0.079,24.144,0.22999999999999998
0.445,0.397,0.094,26.289,0.491
0.628,0.625,0.098,28.79,0.723
0.745,0.79,0.10400000000000001,31.017,0.894
0.807,0.888,0.11,32.799,0.998
0.8240000000000001,0.922,0.111,34.184,1.0330000000000001
0.785,0.863,0.114,35.007,0.977
0.7030000000000001,0.747,0.111,35.4,0.858
0.583,0.593,0.098,35.249,0.691
0.405,0.38,0.08600000000000001,34.621,0.466
0.17500000000000002,0.138,0.066,33.437,0.20400000000000001
0.002,0.003,0.007,30.764,0.01
0.0,0.0,0.0,29.331,0.0
0.0,0.0,0.0,28.557,0.0
0.0,0.0,0.0,27.822,0.0
0.0,0.0,0.0,27.087,0.0
0.0,0.0,0.0,26.377,0.0
0.0,0.0,0.0,25.847,0.0
0.0,0.0,0.0,25.487,0.0
0.0,0.0,0.0,25.355,0.0
0.0,0.0,0.0,25.064,0.0
0.0,0.0,0.0,24.371,0.0
0.0,0.0,0.0,23.724,0.0
0.005,0.002,0.012,23.489,0.014
0.129,0.048,0.101,24.455,0.14900000000000002
0.356,0.233,0.157,26.516,0.39
0.5730000000000001,0.512,0.14200000000000002,29.085,0.654
0.742,0.781,0.112,31.508,0.893
0.8140000000000001,0.904,0.108,33.414,1.012
0.834,0.9470000000000001,0.106,34.853,1.0530000000000002
0.802,0.905,0.10400000000000001,35.703,1.0090000000000001
0.723,0.791,0.1,36.049,0.891
0.594,0.615,0.093,35.869,0.708
0.40700000000000003,0.383,0.08600000000000001,35.111,0.46900000000000003
0.17500000000000002,0.137,0.068,33.802,0.20500000000000002
0.002,0.003,0.007,30.803,0.01
0.0,0.0,0.0,29.49,0.0
0.0,0.0,0.0,28.946,0.0
0.0,0.0,0.0,28.388,0.0
0.0,0.0,0.0,27.805,0.0
0.0,0.0,0.0,27.266,0.0
0.0,0.0,0.0,26.77,0.0
0.0,0.0,0.0,26.382,0.0
0.0,0.0,0.0,26.077,0.0
0.0,0.0,0.0,25.675,0.0
0.0,0.0,0.0,24.861,0.0
0.0,0.0,0.0,24.113,0.0
0.009000000000000001,0.006,0.014,23.58,0.02
0.20400000000000001,0.14400000000000002,0.082,24.619,0.22600000000000003
0.439,0.388,0.098,26.801,0.486
0.623,0.618,0.101,29.35,0.719
0.744,0.793,0.10400000000000001,31.71,0.897
0.807,0.895,0.108,33.656,1.0030000000000001
0.8200000000000001,0.922,0.111,35.039,1.0330000000000001
0.788,0.878,0.11,35.933,0.988
0.714,0.776,0.10200000000000001,36.36,0.878
0.59,0.612,0.092,36.257,0.704
0.404,0.381,0.085,35.544,0.466
0.171,0.133,0.068,34.218,0.201
0.002,0.003,0.007,31.078,0.01
0.0,0.0,0.0,29.631,0.0
0.0,0.0,0.0,28.887,0.0
0.0,0.0,0.0,28.157,0.0
0.0,0.0,0.0,27.458,0.0
0.0,0.0,0.0,26.815,0.0
0.0,0.0,0.0,26.181,0.0
0.0,0.0,0.0,25.584,0.0
0.0,0.0,0.0,24.988,0.0
0.0,0.0,0.0,24.36,0.0
0.0,0.0,0.0,23.587,0.0
0.0,0.0,0.0,22.92,0.0
0.009000000000000001,0.006,0.014,22.356,0.02
0.21,0.152,0.079,23.7,0.23099999999999998
0.445,0.396,0.094,26.33,0.49
0.626,0.623,0.098,29.186,0.721
0.747,0.8,0.101,31.777,0.901
0.812,0.91,0.10300000000000001,33.907,1.0130000000000001
0.8240000000000001,0.937,0.105,35.452,1.042
0.793,0.895,0.10400000000000001,36.393,0.999
