Maximum,Mean,Median
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
415.882,42.0,43.6095
