electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,26.065,0.0
0.0,0.0,0.0,25.452,0.0
0.0,0.0,0.0,24.873,0.0
0.0,0.0,0.0,24.742,0.0
0.0,0.0,0.0,24.277,0.0
0.0,0.0,0.0,23.793,0.0
0.0,0.001,0.003,23.446,0.004
0.151,0.108,0.064,25.092,0.172
0.389,0.343,0.088,27.981,0.43100000000000005
0.581,0.5720000000000001,0.096,30.301,0.668
0.713,0.75,0.10300000000000001,31.843,0.853
0.783,0.847,0.115,32.982,0.962
0.787,0.839,0.133,33.727,0.972
0.772,0.8230000000000001,0.13,34.401,0.9530000000000001
0.7000000000000001,0.722,0.127,34.77,0.849
0.594,0.593,0.11,34.823,0.703
0.418,0.379,0.101,34.351,0.48
0.192,0.14,0.082,33.33,0.22200000000000003
0.008,0.006,0.013000000000000001,30.651,0.019000000000000003
0.0,0.0,0.0,29.322,0.0
0.0,0.0,0.0,28.833,0.0
0.0,0.0,0.0,28.207,0.0
0.0,0.0,0.0,27.346,0.0
0.0,0.0,0.0,26.505,0.0
0.0,0.0,0.0,25.796,0.0
0.0,0.0,0.0,25.145,0.0
0.0,0.0,0.0,24.543,0.0
0.0,0.0,0.0,24.003,0.0
0.0,0.0,0.0,23.691,0.0
0.0,0.0,0.0,23.746,0.0
0.0,0.001,0.003,24.002,0.004
0.139,0.092,0.068,25.229,0.16
0.373,0.316,0.097,28.218,0.41300000000000003
0.5700000000000001,0.555,0.10200000000000001,30.923000000000002,0.657
0.708,0.748,0.10300000000000001,32.838,0.851
0.79,0.874,0.106,34.25,0.98
0.81,0.907,0.112,35.237,1.0190000000000001
0.788,0.876,0.112,35.872,0.988
0.715,0.767,0.112,36.074,0.879
0.598,0.609,0.10400000000000001,35.912,0.713
0.418,0.381,0.1,35.257,0.481
0.187,0.133,0.084,33.992,0.21700000000000003
0.008,0.006,0.013000000000000001,30.739,0.019000000000000003
0.0,0.0,0.0,29.625,0.0
0.0,0.0,0.0,29.675,0.0
0.0,0.0,0.0,29.77,0.0
0.0,0.0,0.0,29.274,0.0
0.0,0.0,0.0,28.059,0.0
0.0,0.0,0.0,26.681,0.0
0.0,0.0,0.0,25.672,0.0
0.0,0.0,0.0,24.983,0.0
0.0,0.0,0.0,24.814,0.0
0.0,0.0,0.0,24.457,0.0
0.0,0.0,0.0,23.942,0.0
0.0,0.0,0.003,23.645,0.003
0.107,0.047,0.08,24.871,0.127
0.276,0.14100000000000001,0.164,27.095,0.30500000000000005
0.418,0.23700000000000002,0.23,29.325,0.467
0.522,0.319,0.277,30.986,0.5960000000000001
0.612,0.432,0.28400000000000003,32.276,0.716
0.72,0.656,0.216,33.535,0.872
0.793,0.856,0.132,34.664,0.988
0.726,0.768,0.121,35.129,0.889
0.593,0.581,0.122,35.042,0.703
0.405,0.343,0.122,34.462,0.465
0.17300000000000001,0.105,0.097,33.213,0.202
0.007,0.004,0.013000000000000001,29.913,0.017
0.0,0.0,0.0,29.27,0.0
0.0,0.0,0.0,29.126,0.0
0.0,0.0,0.0,28.336,0.0
0.0,0.0,0.0,27.146,0.0
0.0,0.0,0.0,26.114,0.0
0.0,0.0,0.0,25.248,0.0
0.0,0.0,0.0,24.47,0.0
0.0,0.0,0.0,23.908,0.0
0.0,0.0,0.0,23.538,0.0
0.0,0.0,0.0,23.121,0.0
0.0,0.0,0.0,22.644,0.0
0.0,0.001,0.003,22.259,0.004
0.14300000000000002,0.095,0.068,23.669,0.163
0.387,0.332,0.093,26.721,0.42500000000000004
0.549,0.509,0.11800000000000001,29.824,0.627
0.6900000000000001,0.7010000000000001,0.12,32.022,0.8210000000000001
0.772,0.8270000000000001,0.121,33.492,0.9480000000000001
0.8130000000000001,0.905,0.114,34.494,1.0190000000000001
0.793,0.877,0.112,35.052,0.989
0.722,0.774,0.11,35.231,0.884
0.599,0.606,0.106,35.051,0.712
0.423,0.387,0.098,34.43,0.485
0.198,0.15,0.079,33.215,0.22899999999999998
0.009000000000000001,0.007,0.014,29.586,0.021
0.0,0.0,0.0,28.08,0.0
0.0,0.0,0.0,27.439,0.0
0.0,0.0,0.0,26.77,0.0
0.0,0.0,0.0,26.029,0.0
0.0,0.0,0.0,25.249,0.0
0.0,0.0,0.0,24.592,0.0
0.0,0.0,0.0,24.091,0.0
0.0,0.0,0.0,23.689,0.0
0.0,0.0,0.0,23.341,0.0
0.0,0.0,0.0,23.063,0.0
0.0,0.0,0.0,22.85,0.0
0.0,0.001,0.003,22.693,0.004
0.162,0.124,0.059000000000000004,24.834,0.183
0.401,0.367,0.078,27.985,0.445
0.591,0.599,0.085,30.699,0.6839999999999999
0.724,0.783,0.09,32.667,0.873
0.802,0.905,0.093,34.144,0.998
0.8260000000000001,0.9460000000000001,0.097,35.18,1.0430000000000001
0.806,0.92,0.096,35.841,1.016
0.738,0.8200000000000001,0.092,36.08,0.912
0.618,0.654,0.08700000000000001,35.883,0.741
0.443,0.432,0.08,35.222,0.512
0.216,0.182,0.066,33.969,0.248
0.011,0.01,0.013000000000000001,30.2,0.023
0.0,0.0,0.0,28.596,0.0
0.0,0.0,0.0,28.036,0.0
0.0,0.0,0.0,27.422,0.0
0.0,0.0,0.0,26.621,0.0
0.0,0.0,0.0,25.808,0.0
0.0,0.0,0.0,25.188,0.0
0.0,0.0,0.0,24.641,0.0
0.0,0.0,0.0,24.142,0.0
0.0,0.0,0.0,23.755,0.0
0.0,0.0,0.0,23.452,0.0
0.0,0.0,0.0,23.202,0.0
0.0,0.001,0.003,23.054,0.004
0.166,0.131,0.057,25.472,0.188
0.402,0.372,0.077,28.94,0.449
0.588,0.596,0.08600000000000001,31.546,0.6819999999999999
0.718,0.774,0.094,33.233,0.868
0.789,0.878,0.10200000000000001,34.418,0.98
0.8140000000000001,0.918,0.107,35.245,1.0250000000000001
0.794,0.89,0.106,35.791,0.996
0.724,0.789,0.10300000000000001,36.001,0.892
0.608,0.631,0.095,35.882,0.726
0.436,0.419,0.085,35.321,0.504
0.213,0.177,0.069,34.204,0.246
0.011,0.009000000000000001,0.013000000000000001,31.013,0.022000000000000002
0.0,0.0,0.0,29.512,0.0
0.0,0.0,0.0,29.178,0.0
0.0,0.0,0.0,29.15,0.0
0.0,0.0,0.0,29.042,0.0
0.0,0.0,0.0,28.644,0.0
0.0,0.0,0.0,27.996,0.0
0.0,0.0,0.0,27.158,0.0
0.0,0.0,0.0,26.659,0.0
0.0,0.0,0.0,26.384,0.0
0.0,0.0,0.0,26.36,0.0
0.0,0.0,0.0,26.191,0.0
0.0,0.0,0.001,25.871,0.001
0.022,0.001,0.035,26.017,0.036000000000000004
0.092,0.005,0.107,26.711,0.112
0.171,0.011,0.184,27.522,0.195
0.262,0.022,0.269,28.428,0.29100000000000004
0.398,0.065,0.38,29.596,0.445
0.499,0.135,0.433,30.713,0.5680000000000001
0.458,0.11,0.40900000000000003,31.257,0.519
0.439,0.117,0.381,31.659,0.498
0.314,0.06,0.294,31.54,0.354
0.219,0.039,0.21,31.133,0.249
0.08700000000000001,0.012,0.097,30.314,0.109
0.004,0.001,0.011,28.796,0.012
0.0,0.0,0.0,27.794,0.0
0.0,0.0,0.0,27.359,0.0
0.0,0.0,0.0,26.895,0.0
0.0,0.0,0.0,26.395,0.0
0.0,0.0,0.0,25.97,0.0
0.0,0.0,0.0,25.751,0.0
0.0,0.0,0.0,25.638,0.0
0.0,0.0,0.0,25.401,0.0
0.0,0.0,0.0,25.101,0.0
0.0,0.0,0.0,24.702,0.0
0.0,0.0,0.0,24.284,0.0
0.0,0.0,0.001,23.781,0.001
0.017,0.001,0.029,23.616,0.030000000000000002
0.059000000000000004,0.002,0.075,24.042,0.077
0.089,0.002,0.106,24.574,0.108
0.131,0.003,0.148,25.229,0.151
0.166,0.004,0.183,25.906,0.187
0.217,0.007,0.23500000000000001,26.525,0.24200000000000002
0.192,0.006,0.21,26.815,0.216
0.191,0.007,0.20800000000000002,26.913,0.21500000000000002
0.193,0.01,0.20800000000000002,26.976,0.21800000000000003
0.149,0.01,0.162,26.9,0.17200000000000001
0.07200000000000001,0.005,0.08600000000000001,26.585,0.09100000000000001
0.002,0.0,0.01,25.519,0.01
0.0,0.0,0.0,24.726,0.0
