electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,26.553,0.0
0.0,0.0,0.0,25.915,0.0
0.0,0.0,0.0,25.337,0.0
0.0,0.0,0.0,20.628,0.0
0.0,0.0,0.0,20.271,0.0
0.0,0.0,0.0,19.918,0.0
0.0,0.001,0.003,19.571,0.004
0.166,0.128,0.057,22.061,0.185
0.41100000000000003,0.377,0.073,25.269,0.45
0.606,0.611,0.08,27.854,0.691
0.741,0.797,0.085,29.853,0.882
0.8200000000000001,0.92,0.088,31.503,1.008
0.8320000000000001,0.937,0.098,32.654,1.0350000000000001
0.812,0.911,0.098,33.429,1.0090000000000001
0.741,0.809,0.095,33.835,0.904
0.623,0.651,0.08700000000000001,33.815,0.738
0.444,0.427,0.081,33.239,0.508
0.214,0.176,0.069,31.791,0.245
0.011,0.009000000000000001,0.013000000000000001,27.373,0.022000000000000002
0.0,0.0,0.0,25.714,0.0
0.0,0.0,0.0,24.876,0.0
0.0,0.0,0.0,23.951,0.0
0.0,0.0,0.0,22.957,0.0
0.0,0.0,0.0,21.992,0.0
0.0,0.0,0.0,21.109,0.0
0.0,0.0,0.0,20.325,0.0
0.0,0.0,0.0,19.619,0.0
0.0,0.0,0.0,19.006,0.0
0.0,0.0,0.0,18.482,0.0
0.0,0.0,0.0,18.02,0.0
0.0,0.001,0.003,17.644,0.004
0.17500000000000002,0.14,0.053,20.374,0.193
0.424,0.391,0.07,23.821,0.461
0.5760000000000001,0.55,0.098,26.723,0.648
0.716,0.74,0.10300000000000001,29.032,0.843
0.801,0.875,0.101,30.911,0.976
0.844,0.96,0.093,32.377,1.053
0.8240000000000001,0.9380000000000001,0.09,33.355,1.028
0.753,0.836,0.08600000000000001,33.834,0.9219999999999999
0.63,0.665,0.082,33.88,0.747
0.45,0.439,0.077,33.335,0.516
0.219,0.184,0.066,31.913,0.25
0.011,0.01,0.013000000000000001,27.847,0.023
0.0,0.0,0.0,26.765,0.0
0.0,0.0,0.0,26.17,0.0
0.0,0.0,0.0,25.297,0.0
0.0,0.0,0.0,24.184,0.0
0.0,0.0,0.0,22.937,0.0
0.0,0.0,0.0,21.881,0.0
0.0,0.0,0.0,21.041,0.0
0.0,0.0,0.0,20.336,0.0
0.0,0.0,0.0,19.756,0.0
0.0,0.0,0.0,19.327,0.0
0.0,0.0,0.0,19.103,0.0
0.0,0.001,0.003,19.014,0.004
0.17,0.133,0.055,21.536,0.188
0.41600000000000004,0.383,0.07200000000000001,24.831,0.455
0.609,0.616,0.078,27.666,0.694
0.742,0.8,0.084,29.956,0.884
0.8190000000000001,0.921,0.088,31.729,1.0090000000000001
0.835,0.9450000000000001,0.096,33.01,1.0410000000000001
0.812,0.915,0.097,33.864,1.012
0.74,0.811,0.094,34.222,0.905
0.619,0.644,0.089,34.129,0.733
0.44,0.421,0.083,33.562,0.504
0.211,0.17200000000000001,0.07,32.308,0.24200000000000002
0.01,0.009000000000000001,0.013000000000000001,28.425,0.022000000000000002
0.0,0.0,0.0,26.914,0.0
0.0,0.0,0.0,26.693,0.0
0.0,0.0,0.0,26.769,0.0
0.0,0.0,0.0,26.714,0.0
0.0,0.0,0.0,26.17,0.0
0.0,0.0,0.0,25.056,0.0
0.0,0.0,0.0,23.966,0.0
0.0,0.0,0.0,22.91,0.0
0.0,0.0,0.0,21.844,0.0
0.0,0.0,0.0,20.934,0.0
0.0,0.0,0.0,20.298,0.0
