electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,24.373,0.0
0.0,0.0,0.0,24.024,0.0
0.0,0.0,0.0,23.784,0.0
0.0,0.0,0.0,24.142,0.0
0.0,0.0,0.0,24.032,0.0
0.0,0.0,0.0,23.972,0.0
0.014,0.001,0.026000000000000002,24.434,0.027000000000000003
0.161,0.069,0.113,25.958,0.182
0.355,0.241,0.151,27.611,0.392
0.513,0.40900000000000003,0.17300000000000001,29.714,0.5820000000000001
0.618,0.531,0.191,31.434,0.722
0.6930000000000001,0.64,0.189,32.653,0.829
0.7000000000000001,0.643,0.199,33.345,0.8420000000000001
0.674,0.616,0.191,33.72,0.8069999999999999
0.594,0.514,0.184,33.643,0.698
0.459,0.34700000000000003,0.179,33.14,0.526
0.28200000000000003,0.157,0.162,32.054,0.319
0.107,0.034,0.095,30.537,0.129
0.002,0.0,0.009000000000000001,28.554,0.009000000000000001
0.0,0.0,0.0,27.305,0.0
0.0,0.0,0.0,26.549,0.0
0.0,0.0,0.0,26.018,0.0
0.0,0.0,0.0,25.557,0.0
0.0,0.0,0.0,25.184,0.0
0.0,0.0,0.0,24.855,0.0
0.0,0.0,0.0,24.583,0.0
0.0,0.0,0.0,24.442,0.0
0.0,0.0,0.0,24.35,0.0
0.0,0.0,0.0,24.223,0.0
0.0,0.0,0.0,24.134,0.0
0.013000000000000001,0.001,0.025,24.538,0.026000000000000002
0.168,0.08700000000000001,0.10300000000000001,26.14,0.19
0.373,0.292,0.122,28.036,0.414
0.547,0.5,0.125,30.225,0.625
0.662,0.65,0.133,32.013,0.783
0.726,0.741,0.138,33.39,0.879
0.737,0.759,0.14300000000000002,34.343,0.902
0.6990000000000001,0.7030000000000001,0.146,34.864,0.8490000000000001
0.616,0.59,0.14300000000000002,34.989,0.733
0.487,0.432,0.133,34.668,0.565
0.311,0.233,0.121,33.759,0.354
0.11800000000000001,0.056,0.08600000000000001,32.057,0.14200000000000002
0.001,0.0,0.009000000000000001,29.474,0.009000000000000001
0.0,0.0,0.0,27.935,0.0
0.0,0.0,0.0,27.067,0.0
0.0,0.0,0.0,26.574,0.0
0.0,0.0,0.0,26.231,0.0
0.0,0.0,0.0,25.915,0.0
0.0,0.0,0.0,25.558,0.0
0.0,0.0,0.0,25.188,0.0
0.0,0.0,0.0,24.891,0.0
0.0,0.0,0.0,24.725,0.0
0.0,0.0,0.0,24.642,0.0
0.0,0.0,0.0,24.642,0.0
0.013000000000000001,0.001,0.025,24.92,0.026000000000000002
0.16,0.069,0.113,26.363,0.182
0.373,0.281,0.132,28.382,0.41300000000000003
0.545,0.486,0.137,30.343,0.623
0.652,0.616,0.153,32.033,0.769
0.715,0.7020000000000001,0.162,33.359,0.8640000000000001
0.712,0.681,0.183,34.138,0.8640000000000001
0.674,0.621,0.19,34.49,0.8109999999999999
0.588,0.499,0.194,34.377,0.6930000000000001
0.424,0.267,0.218,33.585,0.485
0.255,0.106,0.184,32.228,0.29
0.093,0.02,0.095,30.483,0.115
0.001,0.0,0.008,28.509,0.008
0.0,0.0,0.0,27.312,0.0
0.0,0.0,0.0,26.782,0.0
0.0,0.0,0.0,26.53,0.0
0.0,0.0,0.0,26.322,0.0
0.0,0.0,0.0,26.118,0.0
0.0,0.0,0.0,25.859,0.0
0.0,0.0,0.0,25.576,0.0
0.0,0.0,0.0,25.341,0.0
0.0,0.0,0.0,25.199,0.0
0.0,0.0,0.0,25.118,0.0
0.0,0.0,0.0,25.08,0.0
0.012,0.0,0.024,25.206,0.024
0.154,0.057,0.12,26.217,0.177
0.34400000000000003,0.213,0.167,27.889,0.38
0.512,0.398,0.181,29.616,0.579
0.619,0.52,0.2,30.944,0.72
0.685,0.606,0.20800000000000002,32.031,0.8140000000000001
0.6880000000000001,0.6000000000000001,0.223,32.627,0.8230000000000001
0.665,0.5750000000000001,0.216,32.854,0.791
