electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,23.551,0.0
0.0,0.0,0.0,23.112,0.0
0.0,0.0,0.0,22.698,0.0
0.0,0.0,0.0,24.289,0.0
0.0,0.0,0.0,24.182,0.0
0.0,0.0,0.0,24.031,0.0
0.011,0.0,0.023,24.294,0.023
0.14400000000000002,0.045,0.12,25.837,0.16499999999999998
0.343,0.217,0.162,27.645,0.379
0.534,0.46,0.147,29.664,0.607
0.673,0.663,0.133,31.528,0.796
0.716,0.708,0.154,32.673,0.862
0.738,0.744,0.153,33.381,0.897
0.7010000000000001,0.6910000000000001,0.154,33.541,0.8450000000000001
0.621,0.584,0.149,33.269,0.733
0.488,0.418,0.14200000000000002,32.557,0.56
0.313,0.222,0.13,31.411,0.352
0.111,0.041,0.092,29.754,0.133
0.001,0.0,0.009000000000000001,27.964,0.009000000000000001
0.0,0.0,0.0,26.824,0.0
0.0,0.0,0.0,26.121,0.0
0.0,0.0,0.0,25.659,0.0
0.0,0.0,0.0,25.296,0.0
0.0,0.0,0.0,24.962,0.0
0.0,0.0,0.0,24.728,0.0
0.0,0.0,0.0,24.441,0.0
0.0,0.0,0.0,24.223,0.0
0.0,0.0,0.0,24.11,0.0
0.0,0.0,0.0,23.944,0.0
0.0,0.0,0.0,23.779,0.0
0.013000000000000001,0.001,0.024,24.091,0.025
0.157,0.069,0.11,25.879,0.179
0.373,0.289,0.123,27.736,0.412
0.5640000000000001,0.536,0.109,29.902,0.645
0.683,0.6980000000000001,0.113,31.894,0.811
0.741,0.778,0.123,33.256,0.901
0.743,0.772,0.136,33.999,0.908
0.71,0.727,0.135,34.338,0.862
0.631,0.622,0.129,34.236,0.751
0.5,0.456,0.121,33.647,0.577
0.321,0.254,0.11,32.565,0.364
0.12,0.061,0.083,30.962,0.14400000000000002
0.002,0.0,0.009000000000000001,28.953,0.009000000000000001
0.0,0.0,0.0,27.545,0.0
0.0,0.0,0.0,26.627,0.0
0.0,0.0,0.0,26.002,0.0
0.0,0.0,0.0,25.54,0.0
0.0,0.0,0.0,25.125,0.0
0.0,0.0,0.0,24.694,0.0
0.0,0.0,0.0,24.26,0.0
0.0,0.0,0.0,23.899,0.0
0.0,0.0,0.0,23.637,0.0
0.0,0.0,0.0,23.512,0.0
0.0,0.0,0.0,23.527,0.0
0.013000000000000001,0.001,0.024,23.945,0.025
0.18,0.117,0.08600000000000001,26.144,0.203
0.394,0.342,0.096,28.39,0.43800000000000006
0.5690000000000001,0.555,0.099,30.659,0.654
0.687,0.714,0.106,32.431,0.82
0.747,0.797,0.115,33.66,0.912
0.752,0.797,0.126,34.375,0.923
0.706,0.721,0.137,34.58,0.858
0.618,0.594,0.139,34.364,0.733
0.485,0.425,0.134,33.712,0.5589999999999999
0.311,0.232,0.121,32.563,0.353
0.116,0.054,0.08600000000000001,30.82,0.14
0.001,0.0,0.009000000000000001,28.795,0.009000000000000001
0.0,0.0,0.0,27.415,0.0
0.0,0.0,0.0,26.6,0.0
0.0,0.0,0.0,26.084,0.0
0.0,0.0,0.0,25.674,0.0
0.0,0.0,0.0,25.242,0.0
0.0,0.0,0.0,24.756,0.0
0.0,0.0,0.0,24.328,0.0
0.0,0.0,0.0,24.034,0.0
0.0,0.0,0.0,23.89,0.0
0.0,0.0,0.0,23.868,0.0
0.0,0.0,0.0,23.883,0.0
0.013000000000000001,0.001,0.025,24.09,0.026000000000000002
0.171,0.099,0.094,26.023,0.193
0.395,0.343,0.095,28.295,0.43800000000000006
0.5670000000000001,0.551,0.1,30.597,0.651
0.685,0.711,0.106,32.522,0.817
0.748,0.804,0.111,33.98,0.915
0.757,0.8180000000000001,0.117,34.95,0.935
0.721,0.764,0.11900000000000001,35.424,0.883
0.634,0.641,0.11800000000000001,35.37,0.759
0.507,0.483,0.107,34.828,0.59
0.327,0.272,0.1,33.686,0.372
0.12,0.063,0.081,31.842,0.14400000000000002
0.002,0.0,0.009000000000000001,29.44,0.009000000000000001
0.0,0.0,0.0,27.746,0.0
0.0,0.0,0.0,26.751,0.0
0.0,0.0,0.0,26.189,0.0
0.0,0.0,0.0,25.782,0.0
0.0,0.0,0.0,25.38,0.0
0.0,0.0,0.0,24.905,0.0
0.0,0.0,0.0,24.472,0.0
0.0,0.0,0.0,24.182,0.0
0.0,0.0,0.0,24.073,0.0
0.0,0.0,0.0,24.108,0.0
0.0,0.0,0.0,24.097,0.0
0.013000000000000001,0.0,0.025,24.364,0.025
0.16,0.074,0.108,26.193,0.182
0.374,0.293,0.122,28.213,0.415
0.561,0.529,0.114,30.374,0.643
0.673,0.676,0.123,32.233,0.799
0.726,0.742,0.139,33.575,0.881
0.731,0.744,0.15,34.523,0.894
0.7010000000000001,0.708,0.146,35.122,0.854
0.616,0.591,0.14400000000000002,35.178,0.735
0.489,0.436,0.132,34.796,0.5680000000000001
0.314,0.23900000000000002,0.11900000000000001,33.826,0.35800000000000004
0.12,0.06,0.085,32.257,0.14500000000000002
0.001,0.0,0.009000000000000001,29.938,0.009000000000000001
0.0,0.0,0.0,28.259,0.0
0.0,0.0,0.0,27.204,0.0
0.0,0.0,0.0,26.596,0.0
0.0,0.0,0.0,26.192,0.0
0.0,0.0,0.0,25.851,0.0
0.0,0.0,0.0,25.51,0.0
0.0,0.0,0.0,25.143,0.0
0.0,0.0,0.0,24.79,0.0
0.0,0.0,0.0,24.5,0.0
0.0,0.0,0.0,24.235,0.0
0.0,0.0,0.0,24.014,0.0
0.013000000000000001,0.0,0.024,24.262,0.024
0.166,0.08700000000000001,0.101,26.034,0.188
0.387,0.325,0.105,28.113,0.43
0.5630000000000001,0.54,0.106,30.313,0.646
