Site_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Institution
Gamachu_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03232054782511663,0.19775677929577584,0.39180104574041974,0.5249691642510764,0.5698212559015561,0.5613895325568772,0.4978215843356687,0.393971121115383,0.255853635461934,0.09239204271367325,0.0,0.0,0.0,0.0,0.0,0.0,School
Garbatula_Primary_Boarding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012862200851987159,0.07225022256998707,0.1502993693606061,0.32308961233060635,0.44601722850219544,0.4745688990808755,0.43591906509102735,0.333864294053919,0.19625937945765995,0.046423869131032434,0.0,0.0,0.0,0.0,0.0,0.0,School
Gideon_Mosi_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002499838985385725,0.008988834270481466,0.2120168460283251,0.4263618611662815,0.5189703597351553,0.5391433057098511,0.5192999539621326,0.4497246730712872,0.33919854539459626,0.2016847511859029,0.061714468003374746,0.0,0.0,0.0,0.0,0.0,0.0,School
Gozani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002731182461307904,0.018971328557028804,0.1895763800555059,0.4328357246847408,0.5138988321068546,0.5069798392084323,0.4405474813111783,0.3377018414199379,0.20628768572693768,0.05636623332668398,0.0,0.0,0.0,0.0,0.0,0.0,School
Hawe_Wanje_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005665979264582669,0.050966082988063266,0.16100672337709998,0.38005229474826574,0.49809319690938664,0.5057614217512574,0.4514543172022064,0.35025706779113597,0.212713599946994,0.060294249659090075,0.0,0.0,0.0,0.0,0.0,0.0,School
Isiolo_Samburu_Complex_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016627430682552926,0.22973975473900005,0.5285321229432853,0.8654657154378071,1.1602388353147803,1.2282475600423743,1.1942139176279036,1.065053666438768,0.8273208565314173,0.508709034382072,0.15069207386085132,1.2926092411808928e-05,0.0,0.0,0.0,0.0,0.0,Clinic
Isiolo_Samburu_Complex_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02699207604713243,0.16217842018090656,0.38058541861873707,0.5085774423002378,0.5654014854737901,0.5831479505650061,0.5581583357581251,0.49072690911990685,0.38744817821119587,0.2520280926743996,0.09164287920151742,6.033022038649573e-05,0.0,0.0,0.0,0.0,0.0,School
Jezazhomu_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060624289399975,0.11376417149688582,0.34107473746643413,0.4863256140647958,0.5115354127750298,0.4608994798747489,0.36128461476449875,0.22448844948391486,0.06984677138006032,0.0,0.0,0.0,0.0,0.0,0.0,School
Jitegemee_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0199245794714239,0.0755913360620831,0.23973912518741541,0.4768656201607876,0.5323481713541933,0.5123994611616286,0.44969084780370444,0.34795688117553986,0.2090271069675749,0.05152368615406611,0.0,0.0,0.0,0.0,0.0,0.0,School
Kaalem_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008779736615495686,0.08673960931856918,0.37034827740169973,0.5274204518531893,0.5694107130871263,0.5607110917208906,0.5085235944618618,0.41307795566059313,0.27892391012009615,0.12027465579769564,0.00013172382783411328,0.0,0.0,0.0,0.0,0.0,School
Kadunguni_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01141331708547936,0.17040146650008373,0.4040964768955483,0.5078604732745394,0.560106800524452,0.56953294659556,0.5422912692735975,0.4742949414647397,0.3676767586723655,0.22986321484516173,0.07414801255945588,0.0,0.0,0.0,0.0,0.0,0.0,School
Kajungunyi_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00156260841809634,0.02137431542115196,0.08142157246087964,0.12401481343278317,0.15280131813367176,0.17939769567755612,0.2053720066602227,0.15684001360495334,0.05354667297736365,7.227269593724986e-06,0.0,0.0,0.0,0.0,0.0,School
Kakalel_Boys_Secondary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005648417841502532,0.04402678765787382,0.10681225199422374,0.23305191316055998,0.3543918567884153,0.44843165678120567,0.47634762085716303,0.446516936248953,0.3685937578955952,0.24497227216286507,0.09101175156637885,0.0011786048668685166,0.0,0.0,0.0,0.0,0.0,School
Kalokoda_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011351127368301495,0.07054159015690646,0.3496187716261898,0.4983136801051048,0.5650291063481518,0.5826449900284604,0.5676958347767195,0.513741887214315,0.418845471881757,0.28390515308339387,0.12386103189357463,0.00015286886954954577,0.0,0.0,0.0,0.0,0.0,School
Kaluweni_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002789032645535246,0.0008342756279195798,0.019168603057789436,0.339150529769944,0.5334283973803657,0.5556034823893401,0.5364526721855626,0.465384138452756,0.36030663361449544,0.22625546369611668,0.06489550736597839,0.0,0.0,0.0,0.0,0.0,0.0,School
Kaole_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006587333513637786,0.01653853989833165,0.22639265119696636,0.46432755343433846,0.5164410897390755,0.4957094045233077,0.4386437867619165,0.3435126275621659,0.22052770476414896,0.07157066174555085,0.0,0.0,0.0,0.0,0.0,0.0,School
Kapecha_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018551275740311954,0.0818826896971634,0.2608931883345934,0.3235512757725623,0.38955388873145874,0.43380555162828577,0.4055910813847017,0.32511340459931853,0.20539233518466668,0.06519651243495035,0.0,0.0,0.0,0.0,0.0,0.0,School
Karyaka_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028399428383698543,0.04941837102125689,0.13156686845749807,0.3482439518887353,0.48697744308187424,0.5205613778125457,0.5037792927448062,0.4374158776218969,0.33279617649804616,0.1950776436114077,0.04536504795360333,0.0,0.0,0.0,0.0,0.0,0.0,School
Kasimani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005211821741451461,0.04093190518906273,0.16823723525807574,0.3645830529048477,0.457994454158368,0.4193096601551075,0.3233917162224925,0.18987116849359398,0.035771321663397235,0.0,0.0,0.0,0.0,0.0,0.0,School
Kasuroi_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003944275282003707,0.009599684538490002,0.12069481162050368,0.403563429638033,0.5380523681317573,0.5638102776452133,0.5525416157955504,0.5010679578430861,0.40662826565478133,0.2752742276098986,0.11794359083156077,0.00043519567610193565,0.0,0.0,0.0,0.0,0.0,School
Kavunyalo_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008242326156964084,0.03876004388631987,0.1222264457574179,0.3260749421910089,0.9737000698681931,1.1718034760787288,1.1538483112113544,1.0214717958275181,0.789244202386452,0.4608069229790445,0.08078575745427959,0.0,0.0,0.0,0.0,0.0,0.0,Clinic
Kawala_Girls_Secondary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004203683717377288,0.12876976789352618,0.3532482985171446,0.47084512783011045,0.49752212017748715,0.4820190491223148,0.42077448657578786,0.31880274999539937,0.19615423576983393,0.056838486334840475,0.0,0.0,0.0,0.0,0.0,0.0,School
Kawalash_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003080806111521105,0.06838769030425189,0.3322857208581937,0.49509530057924567,0.5516757821841268,0.5563643717250448,0.5393768366920512,0.47547626391526643,0.37860154282663927,0.24710630367726677,0.08501946333670196,4.2013268407344304e-07,0.0,0.0,0.0,0.0,0.0,School
Kibora_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00253802431057844,0.05953886908221645,0.2712553225199971,0.45424554713907644,0.5408067053488971,0.5564843741104757,0.5317121455538957,0.4649041459999504,0.3590781040878944,0.22099930556192865,0.06478937952023,0.0,0.0,0.0,0.0,0.0,0.0,School
Kidomaya_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015385242287467552,0.05877100193237069,0.2152793697600613,0.40066749577854865,0.4890924794635583,0.4875387018464423,0.4281483102216963,0.32697368894276596,0.19459135393242916,0.04391198109257344,0.0,0.0,0.0,0.0,0.0,0.0,School
Kikonde_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044579477760443376,0.013750885618734339,0.13800016662049264,0.3590981332784751,0.4794862593704525,0.4869095884955132,0.4304802874328735,0.3320516192551709,0.2012960224930098,0.05348798078068022,0.0,0.0,0.0,0.0,0.0,0.0,School
Kinna_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25951750894895e-05,0.02592749371789916,0.27715685603142515,0.5043182612629784,0.5681732691873258,0.5796785962543518,0.5568409749456379,0.4913231392649232,0.38547265203379566,0.23881812119304346,0.06575708624718322,0.0,0.0,0.0,0.0,0.0,0.0,School
Kiteje_Mixed_Secondary_School,0.0,0.0,0.0,0.0,0.0,0.0,1.1735969736686391e-06,0.0012147970510260817,0.004032620594470527,0.0067631742731395755,0.01016599008091093,0.015943655033306896,0.048021785969418564,0.12324254746371541,0.16003695778174404,0.15696251190082597,0.11679431419403269,0.03820708450458019,4.151006132467086e-06,0.0,0.0,0.0,0.0,0.0,School
Kithengwani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022489196511851484,0.19525648939862755,0.40237937592280576,0.5037907681873665,0.5508958249081264,0.5664483494179922,0.5464839156411387,0.4774826450065623,0.37002950117386585,0.23516865609699275,0.08186966812577452,0.0,0.0,0.0,0.0,0.0,0.0,School
Kituoni_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017099243865750525,0.015113834427506339,0.18385031350500433,0.43031736472522386,0.533967233759525,0.5511702954775669,0.5270960035165435,0.4624540380142238,0.35749042398109965,0.21673802886904017,0.0624202687390043,0.0,0.0,0.0,0.0,0.0,0.0,School
Kituu_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.363948800754393e-06,0.0022904143334596667,0.020270577283487294,0.0672871645137292,0.18982286730355766,0.31474230004191533,0.3474402422166164,0.27712307416445303,0.16989058647899447,0.04153327542789085,0.0,0.0,0.0,0.0,0.0,0.0,School
Kizimbani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007667281774360174,0.026371850438281514,0.0682982291826304,0.3278175962842189,0.5300498903128569,0.5601249195647703,0.5379524466085799,0.4736125714219054,0.36995044938887806,0.23340423109757694,0.07900502396200487,4.077465652415674e-05,0.0,0.0,0.0,0.0,0.0,School
Kombola_primary_school,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000701794631238561,0.09026443401958463,0.3428129639040864,0.5039546256974509,0.563654764412463,0.5783813482077214,0.5557637322891229,0.48962168084648844,0.38389596293625683,0.2401492177192519,0.07719926410921911,7.158745444383378e-07,0.0,0.0,0.0,0.0,0.0,School
Konjora_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008053552290505327,0.09211688249458382,0.3128908172601752,0.4487635974262664,0.5254817184768252,0.5497725424649559,0.5323335740190831,0.47692545525890867,0.3707873991413188,0.23183952030099161,0.07413393416235323,0.0,0.0,0.0,0.0,0.0,0.0,School
Kubimatamuka_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118967914419455,0.15083216661648965,0.47004014377822395,0.5607716288645479,0.5780043873603685,0.5561637472644039,0.4895352332715323,0.3847330361321974,0.24403671577353622,0.08135870857987057,7.829606043821369e-07,0.0,0.0,0.0,0.0,0.0,School
KulaMawe_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.628499716838521e-06,0.024798120816477597,0.1623790987583898,0.3066899594162589,0.4295971644309319,0.5014565697649015,0.5109896015703694,0.4536090910787296,0.3531225707029034,0.21538849199817162,0.05666847859853157,0.0,0.0,0.0,0.0,0.0,0.0,School
Kulalu_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038393357058761537,0.04259605675469247,0.13331859643288063,0.38579298279528784,0.536335741890743,0.5597378594370409,0.5374651756305973,0.46929319765947186,0.36135088160154344,0.22192423389202187,0.0663287821656133,7.146344761353485e-07,0.0,0.0,0.0,0.0,0.0,School
Lakole_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004433861749779157,0.04627064414310823,0.1672321432385459,0.4107610587089548,0.5302344609005668,0.5691087316639033,0.5514850683295084,0.48511543258316836,0.3815591780843243,0.23899518478469645,0.0770041116727109,2.1806439939772784e-06,0.0,0.0,0.0,0.0,0.0,School
Lobei_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027180668765131653,0.017707730150217257,0.11472445128328289,0.30636517430787635,0.4684601020460127,0.5269008881028916,0.49474465272303086,0.40454160912613146,0.2720267410333867,0.11458711359836402,4.238648600687634e-05,0.0,0.0,0.0,0.0,0.0,School
Lokitaung_Girls_Secondary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9920184651582007e-05,0.014340700881686286,0.041884154893585254,0.0847707684171258,0.16142203565337315,0.2377097140963639,0.32013139167620797,0.36147709684908785,0.33848056519798975,0.24378849729312918,0.10514131015670995,0.0009030277837530294,0.0,0.0,0.0,0.0,0.0,School
Loruth_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014391907825162557,0.04581295231701416,0.2558184167952058,0.5042879729101125,0.5587326296680788,0.5509509933455444,0.4982471047013124,0.40213995273185565,0.26700949310708144,0.10859586654443767,0.00014447919424289205,0.0,0.0,0.0,0.0,0.0,School
Lunguma_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020028824878162168,0.043422463509723244,0.10818025243273381,0.2949444549170886,0.48870174323283083,0.5343581812697161,0.5162586754720352,0.45100249372354073,0.3437856016053876,0.20333084163067983,0.04718455764214457,0.0,0.0,0.0,0.0,0.0,0.0,School
Lwayoni_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017637277108836523,0.057718083244135736,0.08562684416614372,0.11880390039161795,0.23034160377148385,0.3295027177155065,0.34352218159650244,0.28760032064203767,0.17519613542942206,0.047911445626897295,0.0,0.0,0.0,0.0,0.0,0.0,School
Mabayani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010919706529534728,0.07140608464316278,0.2142927670946799,0.41037014791927223,0.5293994710453506,0.5255033692853075,0.46154658856175235,0.35690329915181307,0.2190454901555784,0.060228508313095876,0.0,0.0,0.0,0.0,0.0,0.0,School
Mabesheni_Dispensary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05272128748824179,0.18703953184111538,0.49900819097569815,1.0615976819582393,1.1977914106923724,1.1648899430617596,1.0127050841689085,0.7891710959781523,0.4712664266929509,0.12444848934887798,5.334814852134032e-07,0.0,0.0,0.0,0.0,0.0,Clinic
Madibwani_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.795586558430076e-05,0.03594740171678283,0.2021117938095749,0.44990662038873064,0.548576543006247,0.5679078158934557,0.5442712264730176,0.4794711633256929,0.3752900783439844,0.23546153414283671,0.07858721781464897,3.7009595096527128e-06,0.0,0.0,0.0,0.0,0.0,School
Maendeleo_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015504515666725903,0.03786934001639624,0.3742353654590624,0.5346776044924739,0.559833465175194,0.5375560138822162,0.4728590989572745,0.36781530716357874,0.22841856307667974,0.07133113136789627,0.0,0.0,0.0,0.0,0.0,0.0,School
Mafisini_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007612149888248288,0.20720770498099908,0.3803909649085547,0.46242722224568605,0.4949298435551982,0.4814484398432126,0.4169797685195559,0.3171825919228237,0.18797909282152814,0.05025218166121336,0.0,0.0,0.0,0.0,0.0,0.0,School
Magale_Primary_School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1749595186677075e-05,0.0040319898266299795,0.1723699282357428,0.4380257102372062,0.5206857993850312,0.5427708525163012,0.5194927869311897,0.456451848162056,0.3536425314607714,0.21807681949568689,0.06403690575322962,0.0,0.0,0.0,0.0,0.0,0.0,School
