electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,23.739,0.0
0.0,0.0,0.0,23.483,0.0
0.0,0.0,0.0,23.265,0.0
0.0,0.0,0.0,22.836,0.0
0.0,0.0,0.0,22.436,0.0
0.0,0.0,0.0,21.987,0.0
0.013000000000000001,0.001,0.024,21.854,0.025
0.184,0.124,0.08,23.557,0.20400000000000001
0.4,0.35000000000000003,0.089,25.988,0.43900000000000006
0.578,0.562,0.094,28.171,0.656
0.7000000000000001,0.727,0.099,30.004,0.826
0.768,0.8290000000000001,0.10200000000000001,31.53,0.931
0.781,0.852,0.105,32.678,0.957
0.748,0.809,0.10400000000000001,33.425,0.913
0.666,0.6970000000000001,0.099,33.684,0.796
0.532,0.523,0.094,33.41,0.617
0.35000000000000003,0.31,0.08600000000000001,32.477,0.396
0.14,0.095,0.07,30.539,0.165
0.003,0.0,0.012,27.112,0.012
0.0,0.0,0.0,25.293,0.0
0.0,0.0,0.0,24.337,0.0
0.0,0.0,0.0,23.639,0.0
0.0,0.0,0.0,23.084,0.0
0.0,0.0,0.0,22.618,0.0
0.0,0.0,0.0,22.239,0.0
0.0,0.0,0.0,21.972,0.0
0.0,0.0,0.0,21.76,0.0
0.0,0.0,0.0,21.536,0.0
0.0,0.0,0.0,21.218,0.0
0.0,0.0,0.0,20.809,0.0
0.013000000000000001,0.001,0.023,20.687,0.024
0.188,0.133,0.075,22.605,0.20800000000000002
0.41000000000000003,0.368,0.081,25.475,0.449
0.59,0.589,0.084,28.191,0.6729999999999999
0.713,0.759,0.08700000000000001,30.361,0.846
0.778,0.857,0.092,32.017,0.949
0.782,0.86,0.10200000000000001,33.232,0.962
0.736,0.788,0.11,33.925,0.898
0.666,0.7000000000000001,0.098,34.151,0.798
0.537,0.536,0.088,33.806,0.624
0.355,0.322,0.08,32.724,0.402
0.14100000000000001,0.098,0.068,30.697,0.166
0.003,0.0,0.012,27.468,0.012
0.0,0.0,0.0,25.802,0.0
0.0,0.0,0.0,24.97,0.0
0.0,0.0,0.0,24.367,0.0
0.0,0.0,0.0,23.889,0.0
0.0,0.0,0.0,23.498,0.0
0.0,0.0,0.0,23.257,0.0
0.0,0.0,0.0,23.089,0.0
0.0,0.0,0.0,22.845,0.0
0.0,0.0,0.0,22.611,0.0
0.0,0.0,0.0,22.334,0.0
0.0,0.0,0.0,22.021,0.0
0.013000000000000001,0.001,0.024,22.162,0.025
0.177,0.109,0.089,24.18,0.198
0.397,0.343,0.094,26.451,0.43700000000000006
0.577,0.56,0.097,28.686,0.657
0.6980000000000001,0.724,0.10200000000000001,30.696,0.826
0.758,0.81,0.11,32.289,0.92
0.776,0.846,0.109,33.545,0.955
0.745,0.808,0.106,34.402,0.914
0.663,0.6940000000000001,0.10200000000000001,34.722,0.796
0.526,0.513,0.1,34.48,0.613
0.34400000000000003,0.297,0.094,33.52,0.391
0.135,0.082,0.078,31.597,0.16
0.003,0.0,0.012,28.644,0.012
0.0,0.0,0.0,26.877,0.0
0.0,0.0,0.0,25.825,0.0
0.0,0.0,0.0,25.157,0.0
0.0,0.0,0.0,24.727,0.0
0.0,0.0,0.0,24.432,0.0
0.0,0.0,0.0,24.247,0.0
0.0,0.0,0.0,24.034,0.0
0.0,0.0,0.0,23.77,0.0
0.0,0.0,0.0,23.534,0.0
0.0,0.0,0.0,23.271,0.0
0.0,0.0,0.0,22.998,0.0
0.013000000000000001,0.0,0.024,23.035,0.024
0.166,0.084,0.10300000000000001,24.652,0.187
0.387,0.318,0.108,26.862,0.426
0.5700000000000001,0.545,0.106,29.19,0.651
0.6910000000000001,0.709,0.11,31.206,0.819
0.757,0.809,0.114,32.83,0.923
0.771,0.833,0.116,34.042,0.949
0.737,0.787,0.117,34.792,0.904
0.651,0.666,0.116,35.0,0.782
0.513,0.48,0.11800000000000001,34.569,0.598
0.319,0.23800000000000002,0.124,33.386,0.362
0.129,0.065,0.089,31.465,0.154
0.003,0.0,0.012,28.699,0.012
0.0,0.0,0.0,26.92,0.0
0.0,0.0,0.0,25.865,0.0
0.0,0.0,0.0,25.162,0.0
0.0,0.0,0.0,24.685,0.0
0.0,0.0,0.0,24.36,0.0
0.0,0.0,0.0,24.125,0.0
0.0,0.0,0.0,23.971,0.0
0.0,0.0,0.0,23.918,0.0
0.0,0.0,0.0,23.815,0.0
0.0,0.0,0.0,23.667,0.0
0.0,0.0,0.0,23.518,0.0
0.012,0.0,0.024,23.631,0.024
0.161,0.07,0.111,25.242,0.181
0.386,0.308,0.11800000000000001,27.365,0.426
0.559,0.515,0.123,29.51,0.638
0.678,0.671,0.131,31.367,0.802
0.732,0.739,0.147,32.731,0.886
0.742,0.748,0.157,33.608,0.905
0.7020000000000001,0.683,0.165,33.984,0.8480000000000001
0.613,0.552,0.17300000000000001,33.894,0.7250000000000001
