electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,23.788,0.0
0.0,0.0,0.0,23.453,0.0
0.0,0.0,0.0,23.176,0.0
0.0,0.0,0.0,23.54,0.0
0.0,0.0,0.0,23.427,0.0
0.0,0.0,0.0,23.358,0.0
0.013000000000000001,0.001,0.025,23.782,0.026000000000000002
0.168,0.085,0.10400000000000001,25.291,0.189
0.378,0.296,0.12,26.997,0.416
0.556,0.512,0.122,29.437,0.634
0.67,0.658,0.132,31.369,0.79
0.733,0.746,0.14,32.74,0.886
0.746,0.763,0.146,33.508,0.909
0.709,0.706,0.151,33.751,0.857
0.621,0.578,0.155,33.46,0.733
0.49,0.41100000000000003,0.151,32.724,0.562
0.31,0.20500000000000002,0.14400000000000002,31.551,0.34900000000000003
0.117,0.042,0.098,29.953,0.14
0.003,0.0,0.012,28.155,0.012
0.0,0.0,0.0,26.935,0.0
0.0,0.0,0.0,26.153,0.0
0.0,0.0,0.0,25.569,0.0
0.0,0.0,0.0,25.065,0.0
0.0,0.0,0.0,24.685,0.0
0.0,0.0,0.0,24.382,0.0
0.0,0.0,0.0,24.23,0.0
0.0,0.0,0.0,24.184,0.0
0.0,0.0,0.0,24.108,0.0
0.0,0.0,0.0,24.064,0.0
0.0,0.0,0.0,23.989,0.0
0.012,0.0,0.023,24.291,0.023
0.14300000000000002,0.041,0.123,25.635,0.164
0.331,0.179,0.185,27.247,0.364
0.487,0.333,0.215,29.231,0.548
0.594,0.449,0.23800000000000002,30.903,0.687
0.653,0.516,0.255,32.116,0.771
0.67,0.541,0.256,33.002,0.797
0.652,0.536,0.23900000000000002,33.584,0.775
0.578,0.457,0.221,33.704,0.678
0.47400000000000003,0.36,0.185,33.44,0.5449999999999999
0.303,0.182,0.161,32.523,0.34299999999999997
0.11900000000000001,0.04,0.10200000000000001,30.943,0.14200000000000002
0.003,0.0,0.012,28.674,0.012
0.0,0.0,0.0,27.177,0.0
0.0,0.0,0.0,26.342,0.0
0.0,0.0,0.0,25.858,0.0
0.0,0.0,0.0,25.533,0.0
0.0,0.0,0.0,25.335,0.0
0.0,0.0,0.0,25.166,0.0
0.0,0.0,0.0,25.001,0.0
0.0,0.0,0.0,24.831,0.0
0.0,0.0,0.0,24.645,0.0
0.0,0.0,0.0,24.459,0.0
0.0,0.0,0.0,24.309,0.0
0.012,0.0,0.024,24.548000000000002,0.024
0.14300000000000002,0.038,0.125,25.805,0.163
0.31,0.135,0.20700000000000002,27.415,0.342
0.443,0.233,0.263,29.15,0.496
0.5660000000000001,0.368,0.28300000000000003,30.734,0.651
0.634,0.455,0.29,31.993,0.745
0.652,0.484,0.29,32.906,0.774
0.636,0.485,0.269,33.513,0.754
0.5700000000000001,0.423,0.244,33.651,0.667
0.449,0.29,0.224,33.129,0.514
0.272,0.116,0.192,31.87,0.308
0.109,0.027,0.105,30.137,0.132
0.003,0.0,0.011,28.072,0.011
0.0,0.0,0.0,26.874,0.0
0.0,0.0,0.0,26.286,0.0
0.0,0.0,0.0,25.941,0.0
0.0,0.0,0.0,25.734,0.0
0.0,0.0,0.0,25.621,0.0
0.0,0.0,0.0,25.515,0.0
0.0,0.0,0.0,25.355,0.0
0.0,0.0,0.0,25.173,0.0
0.0,0.0,0.0,25.029,0.0
0.0,0.0,0.0,24.888,0.0
0.0,0.0,0.0,24.747,0.0
0.011,0.0,0.022,24.827,0.022
0.138,0.036000000000000004,0.123,25.803,0.159
0.34,0.194,0.181,27.393,0.375
0.504,0.368,0.201,29.058,0.569
0.605,0.467,0.232,30.384,0.6990000000000001
0.652,0.5,0.266,31.356,0.766
0.645,0.463,0.297,31.937,0.76
0.617,0.43,0.292,32.199,0.722
0.554,0.375,0.264,32.01,0.639
0.444,0.28,0.223,31.43,0.503
0.313,0.189,0.161,30.583,0.35
0.122,0.041,0.10300000000000001,29.175,0.14400000000000002
0.003,0.0,0.011,27.535,0.011
0.0,0.0,0.0,26.61,0.0
0.0,0.0,0.0,26.083,0.0
0.0,0.0,0.0,25.721,0.0
0.0,0.0,0.0,25.429,0.0
0.0,0.0,0.0,25.178,0.0
0.0,0.0,0.0,24.93,0.0
0.0,0.0,0.0,24.633,0.0
0.0,0.0,0.0,24.34,0.0
0.0,0.0,0.0,24.052,0.0
0.0,0.0,0.0,23.838,0.0
0.0,0.0,0.0,23.685,0.0
0.013000000000000001,0.0,0.025,24.064,0.025
0.156,0.064,0.114,25.638,0.178
0.372,0.277,0.134,27.736,0.41100000000000003
0.534,0.458,0.148,29.643,0.606
0.663,0.633,0.148,31.192,0.781
0.717,0.6970000000000001,0.164,32.221,0.8610000000000001
0.734,0.721,0.168,32.94,0.889
0.6990000000000001,0.669,0.171,33.242,0.8400000000000001
0.619,0.562,0.168,33.123,0.7300000000000001
0.47500000000000003,0.37,0.17300000000000001,32.482,0.543
0.306,0.19,0.154,31.383,0.344
0.12,0.043000000000000003,0.1,29.83,0.14300000000000002
0.002,0.0,0.011,28.094,0.011
0.0,0.0,0.0,27.057,0.0
0.0,0.0,0.0,26.488,0.0
0.0,0.0,0.0,26.03,0.0
0.0,0.0,0.0,25.61,0.0
0.0,0.0,0.0,25.253,0.0
0.0,0.0,0.0,24.988,0.0
0.0,0.0,0.0,24.775,0.0
0.0,0.0,0.0,24.665,0.0
0.0,0.0,0.0,24.584,0.0
0.0,0.0,0.0,24.49,0.0
0.0,0.0,0.0,24.342,0.0
0.011,0.0,0.023,24.387,0.023
0.14300000000000002,0.039,0.125,25.592,0.164
0.314,0.14400000000000002,0.202,27.38,0.34600000000000003
0.47000000000000003,0.28800000000000003,0.241,29.536,0.529
0.5720000000000001,0.388,0.273,31.275,0.661
0.618,0.419,0.306,32.415,0.725
0.625,0.418,0.319,33.095,0.737
0.622,0.45,0.28500000000000003,33.559,0.7350000000000001
0.578,0.442,0.23500000000000001,33.762,0.677
0.465,0.331,0.203,33.455,0.534
0.298,0.165,0.17200000000000001,32.547,0.337
0.117,0.036000000000000004,0.105,31.059,0.14100000000000001
0.003,0.0,0.011,28.71,0.011
0.0,0.0,0.0,27.312,0.0
0.0,0.0,0.0,26.709,0.0
0.0,0.0,0.0,26.305,0.0
0.0,0.0,0.0,25.942,0.0
0.0,0.0,0.0,25.628,0.0
0.0,0.0,0.0,25.365,0.0
0.0,0.0,0.0,25.143,0.0
0.0,0.0,0.0,24.932,0.0
0.0,0.0,0.0,24.743,0.0
0.0,0.0,0.0,24.627,0.0
0.0,0.0,0.0,24.596,0.0
0.007,0.0,0.018000000000000002,24.815,0.018000000000000002
0.109,0.014,0.115,25.992,0.129
0.261,0.064,0.224,27.382,0.28800000000000003
0.387,0.126,0.304,28.736,0.43
0.486,0.192,0.357,30.148,0.5489999999999999
0.5690000000000001,0.28500000000000003,0.373,31.523,0.658
0.613,0.366,0.353,32.612,0.719
0.625,0.438,0.301,33.385,0.739
0.5690000000000001,0.40700000000000003,0.259,33.648,0.666
0.46,0.306,0.221,33.399,0.527
0.296,0.152,0.183,32.517,0.33499999999999996
0.116,0.033,0.107,30.902,0.14
0.003,0.0,0.012,28.398,0.012
0.0,0.0,0.0,27.004,0.0
0.0,0.0,0.0,26.327,0.0
0.0,0.0,0.0,25.81,0.0
0.0,0.0,0.0,25.437,0.0
0.0,0.0,0.0,25.155,0.0
0.0,0.0,0.0,24.928,0.0
0.0,0.0,0.0,24.728,0.0
0.0,0.0,0.0,24.609,0.0
0.0,0.0,0.0,24.484,0.0
0.0,0.0,0.0,24.366,0.0
0.0,0.0,0.0,24.237,0.0
0.012,0.0,0.024,24.439,0.024
0.152,0.049,0.125,26.008,0.174
0.353,0.217,0.17400000000000002,28.0,0.391
0.502,0.355,0.214,30.183,0.569
0.56,0.357,0.29,31.778,0.647
0.595,0.356,0.34,32.793,0.696
0.601,0.34800000000000003,0.358,33.3,0.706
0.5720000000000001,0.318,0.35100000000000003,33.416,0.669
0.502,0.254,0.324,33.242,0.5780000000000001
0.398,0.178,0.274,32.81,0.452
0.254,0.085,0.203,31.92,0.28800000000000003
0.105,0.022,0.105,30.504,0.127
0.003,0.0,0.011,28.519,0.011
0.0,0.0,0.0,27.205,0.0
0.0,0.0,0.0,26.467,0.0
0.0,0.0,0.0,25.971,0.0
0.0,0.0,0.0,25.605,0.0
0.0,0.0,0.0,25.304,0.0
0.0,0.0,0.0,25.034,0.0
0.0,0.0,0.0,24.815,0.0
0.0,0.0,0.0,24.636,0.0
0.0,0.0,0.0,24.461,0.0
0.0,0.0,0.0,24.293,0.0
0.0,0.0,0.0,24.157,0.0
0.01,0.0,0.021,24.278,0.021
0.129,0.025,0.124,25.552,0.149
0.28700000000000003,0.098,0.218,27.215,0.316
0.431,0.201,0.28,28.863,0.48100000000000004
0.545,0.313,0.31,30.377,0.623
0.629,0.43,0.306,31.711,0.736
0.662,0.497,0.289,32.704,0.786
0.646,0.498,0.269,33.265,0.767
0.56,0.39,0.263,33.249,0.653
0.444,0.274,0.233,32.795,0.507
0.292,0.146,0.183,31.875,0.32899999999999996
0.12,0.037,0.106,30.417,0.143
0.003,0.0,0.011,28.253,0.011
0.0,0.0,0.0,26.97,0.0
0.0,0.0,0.0,26.275,0.0
0.0,0.0,0.0,25.782,0.0
0.0,0.0,0.0,25.412,0.0
0.0,0.0,0.0,25.111,0.0
0.0,0.0,0.0,24.907,0.0
0.0,0.0,0.0,24.719,0.0
0.0,0.0,0.0,24.603,0.0
0.0,0.0,0.0,24.492,0.0
0.0,0.0,0.0,24.325,0.0
0.0,0.0,0.0,24.134,0.0
0.009000000000000001,0.0,0.02,24.185,0.02
0.117,0.017,0.12,25.354,0.137
0.276,0.081,0.224,26.926,0.305
0.44,0.209,0.28300000000000003,28.817,0.492
0.579,0.38,0.28800000000000003,30.807,0.668
0.658,0.498,0.281,32.331,0.779
0.671,0.511,0.289,33.217,0.8
0.627,0.438,0.304,33.515,0.742
0.52,0.28300000000000003,0.318,33.181,0.601
0.385,0.15,0.28600000000000003,32.381,0.43600000000000005
0.23500000000000001,0.06,0.20700000000000002,31.224,0.267
0.089,0.012,0.098,29.729,0.11
0.002,0.0,0.009000000000000001,27.957,0.009000000000000001
0.0,0.0,0.0,26.864,0.0
0.0,0.0,0.0,26.245,0.0
0.0,0.0,0.0,25.792,0.0
0.0,0.0,0.0,25.415,0.0
0.0,0.0,0.0,25.105,0.0
0.0,0.0,0.0,24.827,0.0
0.0,0.0,0.0,24.628,0.0
0.0,0.0,0.0,24.553,0.0
0.0,0.0,0.0,24.488,0.0
0.0,0.0,0.0,24.405,0.0
0.0,0.0,0.0,24.309,0.0
0.005,0.0,0.014,24.335,0.014
0.082,0.005,0.096,25.308,0.101
0.213,0.025,0.212,26.745,0.237
0.35100000000000003,0.067,0.322,28.321,0.389
0.41400000000000003,0.079,0.383,29.473,0.462
0.424,0.069,0.40700000000000003,29.961,0.47600000000000003
0.436,0.07100000000000001,0.419,30.207,0.49
0.441,0.083,0.41500000000000004,30.468,0.49800000000000005
0.418,0.088,0.383,30.677,0.471
0.29,0.04,0.28400000000000003,30.174,0.324
0.189,0.021,0.194,29.346,0.215
0.077,0.006,0.091,28.246,0.097
0.001,0.0,0.009000000000000001,26.956,0.009000000000000001
0.0,0.0,0.0,26.204,0.0
0.0,0.0,0.0,25.794,0.0
0.0,0.0,0.0,25.471,0.0
0.0,0.0,0.0,25.217,0.0
0.0,0.0,0.0,25.032,0.0
0.0,0.0,0.0,24.899,0.0
0.0,0.0,0.0,24.7,0.0
0.0,0.0,0.0,24.43,0.0
0.0,0.0,0.0,24.185,0.0
0.0,0.0,0.0,24.105,0.0
0.0,0.0,0.0,24.037,0.0
0.009000000000000001,0.0,0.02,24.165,0.02
0.116,0.018000000000000002,0.11800000000000001,25.222,0.136
0.297,0.109,0.218,26.68,0.327
0.461,0.254,0.261,28.484,0.515
0.586,0.399,0.275,30.12,0.674
0.647,0.468,0.291,31.321,0.759
0.659,0.47800000000000004,0.30000000000000004,32.104,0.778
0.633,0.455,0.291,32.57,0.746
0.5650000000000001,0.389,0.268,32.66,0.657
0.442,0.261,0.241,32.239,0.502
0.28200000000000003,0.123,0.195,31.323,0.318
0.1,0.019,0.10300000000000001,29.818,0.12200000000000001
0.002,0.0,0.01,27.907,0.01
0.0,0.0,0.0,26.718,0.0
0.0,0.0,0.0,26.028,0.0
0.0,0.0,0.0,25.565,0.0
0.0,0.0,0.0,25.262,0.0
0.0,0.0,0.0,25.031,0.0
0.0,0.0,0.0,24.837,0.0
0.0,0.0,0.0,24.69,0.0
0.0,0.0,0.0,24.567,0.0
0.0,0.0,0.0,24.449,0.0
0.0,0.0,0.0,24.337,0.0
0.0,0.0,0.0,24.193,0.0
0.01,0.0,0.022,24.236,0.022
0.13,0.028,0.123,25.312,0.151
0.301,0.11900000000000001,0.212,26.949,0.331
0.449,0.23800000000000002,0.264,28.605,0.502
0.561,0.35100000000000003,0.291,30.053,0.642
0.635,0.449,0.294,31.27,0.743
0.667,0.514,0.277,32.201,0.791
0.672,0.5680000000000001,0.233,32.875,0.801
0.609,0.513,0.203,33.033,0.716
0.482,0.364,0.187,32.569,0.5509999999999999
0.312,0.19,0.161,31.479,0.351
0.126,0.047,0.10200000000000001,29.863,0.14900000000000002
0.003,0.0,0.012,27.813,0.012
0.0,0.0,0.0,26.625,0.0
0.0,0.0,0.0,26.018,0.0
0.0,0.0,0.0,25.625,0.0
0.0,0.0,0.0,25.383,0.0
0.0,0.0,0.0,25.175,0.0
0.0,0.0,0.0,24.896,0.0
0.0,0.0,0.0,24.586,0.0
0.0,0.0,0.0,24.357,0.0
0.0,0.0,0.0,24.214,0.0
0.0,0.0,0.0,24.131,0.0
0.0,0.0,0.0,24.012,0.0
0.011,0.0,0.023,24.234,0.023
0.14200000000000002,0.04,0.123,25.667,0.163
0.338,0.188,0.185,27.459,0.373
0.489,0.332,0.219,29.32,0.551
0.604,0.464,0.23600000000000002,30.909,0.7000000000000001
0.677,0.5670000000000001,0.23700000000000002,32.065,0.804
0.704,0.617,0.228,32.799,0.845
0.676,0.585,0.223,33.058,0.8079999999999999
0.594,0.47600000000000003,0.219,32.8,0.6950000000000001
0.468,0.326,0.20700000000000002,32.12,0.533
0.278,0.125,0.188,30.854,0.313
0.11,0.029,0.10400000000000001,29.223,0.133
0.003,0.0,0.011,27.297,0.011
0.0,0.0,0.0,26.16,0.0
0.0,0.0,0.0,25.523,0.0
0.0,0.0,0.0,25.081,0.0
0.0,0.0,0.0,24.808,0.0
0.0,0.0,0.0,24.633,0.0
0.0,0.0,0.0,24.473,0.0
0.0,0.0,0.0,24.348,0.0
0.0,0.0,0.0,24.188,0.0
0.0,0.0,0.0,23.941,0.0
0.0,0.0,0.0,23.744,0.0
0.0,0.0,0.0,23.652,0.0
0.009000000000000001,0.0,0.02,23.854,0.02
0.127,0.025,0.122,24.824,0.147
0.311,0.133,0.20800000000000002,26.3,0.341
0.462,0.264,0.252,28.329,0.516
0.5750000000000001,0.385,0.275,30.205,0.66
0.655,0.502,0.269,31.647,0.771
0.6930000000000001,0.584,0.245,32.671,0.829
0.682,0.601,0.216,33.28,0.817
0.62,0.543,0.189,33.35,0.732
0.496,0.398,0.17200000000000001,32.811,0.5700000000000001
0.312,0.191,0.161,31.659,0.352
0.123,0.043000000000000003,0.10300000000000001,30.071,0.14600000000000002
0.003,0.0,0.011,28.09,0.011
0.0,0.0,0.0,26.899,0.0
0.0,0.0,0.0,26.244,0.0
0.0,0.0,0.0,25.741,0.0
0.0,0.0,0.0,25.323,0.0
0.0,0.0,0.0,24.966,0.0
0.0,0.0,0.0,24.639,0.0
0.0,0.0,0.0,24.3,0.0
0.0,0.0,0.0,23.987,0.0
0.0,0.0,0.0,23.791,0.0
0.0,0.0,0.0,23.641,0.0
0.0,0.0,0.0,23.533,0.0
0.012,0.0,0.023,23.822,0.023
0.133,0.022,0.131,24.95,0.153
0.276,0.067,0.23600000000000002,26.208,0.30300000000000005
0.391,0.108,0.325,27.584,0.433
0.438,0.10400000000000001,0.384,28.327,0.488
0.487,0.121,0.426,28.787,0.5469999999999999
0.52,0.147,0.441,29.198,0.588
0.523,0.166,0.428,29.629,0.594
0.419,0.093,0.375,29.599,0.46799999999999997
0.289,0.04,0.28300000000000003,29.193,0.323
0.154,0.012,0.166,28.454,0.17800000000000002
0.05,0.002,0.066,27.415,0.068
0.0,0.0,0.006,26.005,0.006
0.0,0.0,0.0,25.271,0.0
0.0,0.0,0.0,24.879,0.0
0.0,0.0,0.0,24.589,0.0
0.0,0.0,0.0,24.352,0.0
0.0,0.0,0.0,24.171,0.0
