electricity,irradiance_direct,irradiance_diffuse,temperature,irradiance_total
0.0,0.0,0.0,23.949,0.0
0.0,0.0,0.0,23.73,0.0
0.0,0.0,0.0,23.603,0.0
0.0,0.0,0.0,24.697,0.0
0.0,0.0,0.0,24.617,0.0
0.0,0.0,0.0,24.544,0.0
0.009000000000000001,0.0,0.02,24.644,0.02
0.105,0.013000000000000001,0.111,25.653,0.124
0.263,0.07200000000000001,0.22,27.097,0.29200000000000004
0.443,0.225,0.27,28.967,0.495
0.597,0.442,0.25,31.073,0.692
0.676,0.5660000000000001,0.24,32.802,0.806
0.678,0.556,0.257,33.796,0.8130000000000001
0.638,0.493,0.267,34.239,0.76
0.549,0.371,0.27,34.055,0.641
0.427,0.243,0.245,33.475,0.488
0.273,0.117,0.193,32.43,0.31
0.112,0.029,0.106,30.955,0.135
0.003,0.0,0.011,29.064,0.011
0.0,0.0,0.0,27.536,0.0
0.0,0.0,0.0,26.576999999999998,0.0
0.0,0.0,0.0,25.956,0.0
0.0,0.0,0.0,25.528,0.0
0.0,0.0,0.0,25.179,0.0
0.0,0.0,0.0,24.83,0.0
0.0,0.0,0.0,24.576,0.0
0.0,0.0,0.0,24.375,0.0
0.0,0.0,0.0,24.194,0.0
0.0,0.0,0.0,24.069,0.0
0.0,0.0,0.0,23.916,0.0
0.013000000000000001,0.0,0.025,24.02,0.025
0.166,0.068,0.11900000000000001,25.483,0.187
0.386,0.29,0.137,27.614,0.427
0.553,0.481,0.151,29.945,0.632
0.647,0.5710000000000001,0.191,31.896,0.762
0.645,0.481,0.28200000000000003,32.935,0.763
0.6000000000000001,0.343,0.361,33.251,0.704
0.514,0.20400000000000001,0.389,33.076,0.593
0.422,0.124,0.356,32.644,0.48
0.317,0.07100000000000001,0.28600000000000003,31.966,0.35700000000000004
0.20700000000000002,0.037,0.2,31.008,0.23700000000000002
0.067,0.005,0.082,29.502,0.08700000000000001
0.001,0.0,0.007,27.733,0.007
0.0,0.0,0.0,26.465,0.0
0.0,0.0,0.0,25.702,0.0
0.0,0.0,0.0,25.224,0.0
0.0,0.0,0.0,24.88,0.0
0.0,0.0,0.0,24.616,0.0
0.0,0.0,0.0,24.354,0.0
0.0,0.0,0.0,24.156,0.0
0.0,0.0,0.0,24.12,0.0
0.0,0.0,0.0,24.058,0.0
0.0,0.0,0.0,23.923000000000002,0.0
0.0,0.0,0.0,23.659,0.0
0.012,0.0,0.023,23.775,0.023
0.159,0.069,0.112,25.319,0.181
0.374,0.28500000000000003,0.128,27.423,0.41300000000000003
0.549,0.496,0.13,29.913,0.626
0.663,0.645,0.139,32.146,0.784
0.725,0.734,0.146,33.815,0.88
0.737,0.751,0.153,34.91,0.904
0.6960000000000001,0.686,0.16,35.37,0.8460000000000001
0.618,0.582,0.155,35.225,0.737
0.492,0.424,0.146,34.484,0.57
0.316,0.224,0.135,33.111,0.359
0.125,0.055,0.094,31.042,0.149
0.003,0.0,0.012,28.467,0.012
0.0,0.0,0.0,26.776,0.0
0.0,0.0,0.0,25.891,0.0
0.0,0.0,0.0,25.326,0.0
0.0,0.0,0.0,24.919,0.0
0.0,0.0,0.0,24.611,0.0
0.0,0.0,0.0,24.322,0.0
0.0,0.0,0.0,24.027,0.0
0.0,0.0,0.0,23.813,0.0
0.0,0.0,0.0,23.702,0.0
0.0,0.0,0.0,23.632,0.0
0.0,0.0,0.0,23.546,0.0
0.011,0.0,0.022,23.73,0.022
0.14,0.041,0.12,25.142,0.161
0.353,0.232,0.157,27.188,0.389
0.525,0.434,0.161,29.497,0.595
0.645,0.593,0.165,31.525,0.758
0.714,0.6960000000000001,0.166,33.101,0.8620000000000001
0.732,0.727,0.166,34.199,0.893
