Maximum,Mean,Median
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
1184.582,91.0,56.049
